Unnamed: 0,Age,Employment Type,GraduateOrNot,AnnualIncome,FamilyMembers,ChronicDiseases,FrequentFlyer,EverTravelledAbroad,TravelInsurance
1664,25,EMP_1,GRA_1,1150000,4,0,FRE_1,EVE_0,0
1366,31,EMP_0,GRA_1,1750000,2,0,FRE_0,EVE_0,0
432,34,EMP_1,GRA_0,500000,5,0,FRE_0,EVE_0,0
275,26,EMP_1,GRA_0,1400000,4,1,FRE_0,EVE_1,1
1707,35,EMP_1,GRA_1,800000,4,0,FRE_0,EVE_0,0
874,28,EMP_1,GRA_0,550000,4,0,FRE_0,EVE_0,0
801,31,EMP_1,GRA_0,500000,4,1,FRE_0,EVE_0,1
1523,27,EMP_0,GRA_0,750000,5,0,FRE_0,EVE_0,0
1965,30,EMP_1,GRA_1,550000,3,0,FRE_0,EVE_0,1
1882,31,EMP_1,GRA_0,1350000,9,1,FRE_0,EVE_1,1
1982,33,EMP_1,GRA_0,1500000,4,0,FRE_1,EVE_1,1
911,27,EMP_0,GRA_0,1050000,5,0,FRE_1,EVE_0,0
317,32,EMP_0,GRA_0,800000,6,0,FRE_0,EVE_0,1
934,28,EMP_1,GRA_0,800000,5,0,FRE_1,EVE_0,0
1536,26,EMP_1,GRA_0,600000,7,1,FRE_0,EVE_0,0
109,25,EMP_1,GRA_0,1700000,3,0,FRE_1,EVE_0,1
136,29,EMP_1,GRA_0,500000,6,0,FRE_0,EVE_0,1
1127,30,EMP_1,GRA_1,650000,6,0,FRE_1,EVE_0,0
7,31,EMP_1,GRA_0,1350000,3,0,FRE_1,EVE_1,1
1591,28,EMP_0,GRA_0,300000,3,0,FRE_0,EVE_0,0
778,27,EMP_0,GRA_0,850000,6,0,FRE_0,EVE_0,0
1304,34,EMP_1,GRA_0,1050000,5,0,FRE_0,EVE_0,1
101,33,EMP_1,GRA_0,1500000,3,1,FRE_1,EVE_1,1
1234,34,EMP_0,GRA_0,1300000,4,0,FRE_0,EVE_0,0
439,28,EMP_1,GRA_0,800000,3,0,FRE_0,EVE_0,0
1544,29,EMP_1,GRA_0,1200000,8,0,FRE_0,EVE_0,0
579,33,EMP_0,GRA_0,400000,3,0,FRE_0,EVE_0,0
1000,28,EMP_0,GRA_0,300000,4,0,FRE_0,EVE_0,0
1497,33,EMP_0,GRA_0,400000,6,0,FRE_0,EVE_0,1
216,34,EMP_1,GRA_0,1050000,8,0,FRE_0,EVE_0,1
175,30,EMP_1,GRA_1,800000,3,0,FRE_0,EVE_0,0
1121,34,EMP_1,GRA_0,1000000,6,1,FRE_0,EVE_0,1
915,28,EMP_0,GRA_0,600000,2,0,FRE_1,EVE_0,0
513,27,EMP_0,GRA_0,850000,5,1,FRE_0,EVE_0,0
1644,28,EMP_1,GRA_0,1100000,7,0,FRE_0,EVE_0,1
704,33,EMP_0,GRA_0,700000,8,0,FRE_0,EVE_0,1
477,34,EMP_1,GRA_0,1500000,6,1,FRE_1,EVE_1,1
921,33,EMP_0,GRA_0,400000,4,0,FRE_0,EVE_0,0
423,25,EMP_1,GRA_0,1400000,5,0,FRE_0,EVE_1,1
1337,28,EMP_1,GRA_0,1250000,4,0,FRE_0,EVE_0,0
1849,28,EMP_1,GRA_0,1250000,7,0,FRE_0,EVE_0,0
1470,33,EMP_0,GRA_0,1100000,4,0,FRE_0,EVE_0,0
344,32,EMP_0,GRA_0,800000,4,0,FRE_1,EVE_1,0
746,27,EMP_0,GRA_0,500000,3,1,FRE_0,EVE_0,0
882,26,EMP_1,GRA_0,600000,4,1,FRE_0,EVE_0,0
1328,28,EMP_1,GRA_0,900000,2,0,FRE_1,EVE_0,0
1119,28,EMP_0,GRA_0,300000,6,1,FRE_0,EVE_0,0
341,28,EMP_1,GRA_0,550000,7,0,FRE_0,EVE_0,0
443,25,EMP_1,GRA_1,1150000,6,0,FRE_0,EVE_0,1
390,33,EMP_1,GRA_0,550000,5,0,FRE_0,EVE_0,1
925,30,EMP_1,GRA_1,800000,3,0,FRE_0,EVE_0,0
679,26,EMP_0,GRA_0,500000,5,0,FRE_0,EVE_0,0
1217,31,EMP_0,GRA_0,400000,7,0,FRE_0,EVE_0,0
979,30,EMP_1,GRA_1,650000,4,0,FRE_0,EVE_0,0
1093,26,EMP_1,GRA_0,1500000,5,0,FRE_1,EVE_1,1
280,32,EMP_0,GRA_0,800000,6,0,FRE_1,EVE_0,0
1681,29,EMP_1,GRA_0,1050000,7,0,FRE_0,EVE_0,0
116,28,EMP_1,GRA_0,1150000,5,0,FRE_0,EVE_0,1
1771,26,EMP_1,GRA_0,1400000,4,0,FRE_0,EVE_1,1
1107,26,EMP_1,GRA_0,1400000,5,0,FRE_0,EVE_1,1
122,32,EMP_0,GRA_0,800000,6,1,FRE_0,EVE_0,0
437,27,EMP_1,GRA_1,800000,7,0,FRE_0,EVE_0,0
1267,31,EMP_1,GRA_0,1350000,3,0,FRE_1,EVE_1,1
852,27,EMP_0,GRA_0,500000,3,1,FRE_0,EVE_0,0
184,25,EMP_0,GRA_0,750000,3,0,FRE_0,EVE_0,0
1968,28,EMP_0,GRA_0,300000,5,1,FRE_0,EVE_0,0
961,28,EMP_0,GRA_1,300000,6,1,FRE_0,EVE_0,0
1330,33,EMP_0,GRA_0,1100000,4,0,FRE_0,EVE_0,0
485,27,EMP_1,GRA_1,450000,4,0,FRE_0,EVE_0,0
935,27,EMP_1,GRA_1,1550000,7,0,FRE_1,EVE_0,1
1207,26,EMP_1,GRA_0,450000,6,0,FRE_0,EVE_0,0
303,31,EMP_0,GRA_1,300000,3,0,FRE_0,EVE_0,0
1880,27,EMP_0,GRA_0,1050000,4,1,FRE_0,EVE_0,1
173,26,EMP_1,GRA_0,450000,5,1,FRE_0,EVE_0,1
1081,26,EMP_0,GRA_0,1450000,5,0,FRE_1,EVE_1,1
1171,31,EMP_0,GRA_0,400000,4,0,FRE_0,EVE_0,0
1390,32,EMP_0,GRA_0,900000,5,0,FRE_0,EVE_0,0
1571,34,EMP_1,GRA_0,1500000,6,0,FRE_1,EVE_1,1
972,28,EMP_1,GRA_0,1200000,3,0,FRE_0,EVE_0,0
208,29,EMP_1,GRA_0,1350000,4,0,FRE_0,EVE_1,1
1031,29,EMP_1,GRA_0,1200000,9,0,FRE_0,EVE_0,0
901,33,EMP_0,GRA_0,700000,2,0,FRE_0,EVE_0,0
1651,34,EMP_1,GRA_0,1500000,3,0,FRE_1,EVE_1,1
1054,31,EMP_0,GRA_0,400000,5,0,FRE_0,EVE_0,0
321,28,EMP_1,GRA_0,500000,3,0,FRE_0,EVE_0,0
367,31,EMP_0,GRA_0,1300000,4,0,FRE_0,EVE_0,0
1117,28,EMP_1,GRA_0,800000,5,1,FRE_0,EVE_0,0
1748,28,EMP_1,GRA_0,1100000,4,0,FRE_1,EVE_0,0
754,32,EMP_0,GRA_0,850000,3,0,FRE_0,EVE_0,0
1231,34,EMP_1,GRA_0,1500000,4,1,FRE_1,EVE_1,1
1499,28,EMP_1,GRA_0,1200000,3,0,FRE_0,EVE_0,0
1922,34,EMP_1,GRA_0,500000,4,0,FRE_0,EVE_0,0
282,26,EMP_1,GRA_0,1400000,4,0,FRE_0,EVE_1,1
1655,28,EMP_0,GRA_0,300000,7,1,FRE_0,EVE_0,0
1973,31,EMP_1,GRA_0,1350000,3,0,FRE_0,EVE_1,1
1078,31,EMP_0,GRA_1,300000,3,0,FRE_0,EVE_0,0
141,25,EMP_1,GRA_0,1400000,3,0,FRE_0,EVE_1,0
602,34,EMP_1,GRA_0,1500000,4,0,FRE_1,EVE_1,1
492,34,EMP_1,GRA_0,500000,3,0,FRE_0,EVE_0,0
1161,28,EMP_1,GRA_0,600000,3,0,FRE_0,EVE_0,1
1645,25,EMP_1,GRA_1,1150000,3,0,FRE_1,EVE_0,0
235,30,EMP_1,GRA_1,550000,4,0,FRE_0,EVE_0,0
219,31,EMP_1,GRA_0,1250000,9,1,FRE_0,EVE_0,0
1623,33,EMP_1,GRA_0,1400000,3,0,FRE_0,EVE_1,1
1936,33,EMP_1,GRA_0,1500000,7,0,FRE_1,EVE_1,1
1044,25,EMP_1,GRA_1,1350000,6,0,FRE_0,EVE_1,1
846,28,EMP_1,GRA_0,700000,4,0,FRE_0,EVE_0,0
1124,29,EMP_1,GRA_0,1100000,5,0,FRE_1,EVE_0,0
797,28,EMP_0,GRA_0,300000,4,0,FRE_0,EVE_0,0
1062,32,EMP_0,GRA_0,650000,4,0,FRE_0,EVE_0,0
449,31,EMP_1,GRA_0,500000,3,1,FRE_0,EVE_0,1
1505,27,EMP_0,GRA_0,500000,4,0,FRE_0,EVE_0,0
368,35,EMP_1,GRA_1,800000,3,0,FRE_0,EVE_0,1
780,31,EMP_0,GRA_0,400000,6,0,FRE_0,EVE_0,0
883,28,EMP_1,GRA_0,1350000,3,0,FRE_0,EVE_1,1
1654,25,EMP_1,GRA_0,1400000,5,1,FRE_1,EVE_1,1
32,25,EMP_0,GRA_0,750000,4,0,FRE_0,EVE_0,1
262,26,EMP_1,GRA_0,750000,4,1,FRE_0,EVE_0,0
453,31,EMP_1,GRA_0,1100000,3,0,FRE_0,EVE_0,0
750,35,EMP_1,GRA_1,800000,4,0,FRE_0,EVE_0,0
1548,27,EMP_1,GRA_1,450000,3,0,FRE_0,EVE_0,0
472,28,EMP_0,GRA_0,300000,5,0,FRE_0,EVE_0,0
1045,28,EMP_1,GRA_0,1100000,4,1,FRE_0,EVE_0,0
205,29,EMP_1,GRA_0,1150000,4,1,FRE_0,EVE_1,0
960,28,EMP_1,GRA_0,1450000,4,0,FRE_1,EVE_1,1
894,30,EMP_1,GRA_1,800000,5,0,FRE_0,EVE_0,1
494,34,EMP_0,GRA_0,1300000,5,1,FRE_0,EVE_1,0
709,33,EMP_1,GRA_0,1500000,3,0,FRE_1,EVE_1,1
518,29,EMP_1,GRA_0,1350000,4,0,FRE_1,EVE_1,1
230,29,EMP_1,GRA_0,900000,7,0,FRE_1,EVE_0,0
374,28,EMP_0,GRA_0,600000,7,0,FRE_0,EVE_0,0
1961,26,EMP_0,GRA_0,500000,3,0,FRE_0,EVE_0,0
1521,29,EMP_1,GRA_0,1350000,5,0,FRE_0,EVE_1,1
885,32,EMP_0,GRA_0,350000,5,0,FRE_0,EVE_0,0
788,34,EMP_1,GRA_0,500000,7,0,FRE_0,EVE_0,0
1002,29,EMP_1,GRA_0,500000,8,0,FRE_0,EVE_0,0
299,27,EMP_1,GRA_1,450000,3,0,FRE_0,EVE_0,0
1507,27,EMP_0,GRA_0,750000,5,0,FRE_0,EVE_0,0
1350,33,EMP_0,GRA_0,700000,3,1,FRE_0,EVE_0,1
382,31,EMP_1,GRA_0,1400000,6,0,FRE_0,EVE_1,1
1829,31,EMP_1,GRA_0,1400000,4,1,FRE_0,EVE_1,1
1101,34,EMP_1,GRA_0,500000,4,0,FRE_0,EVE_0,0
1780,31,EMP_1,GRA_0,950000,3,0,FRE_1,EVE_0,0
1803,33,EMP_1,GRA_0,1400000,5,0,FRE_0,EVE_1,1
1502,28,EMP_1,GRA_0,750000,6,1,FRE_0,EVE_0,0
687,28,EMP_1,GRA_0,1150000,3,0,FRE_0,EVE_0,0
1288,28,EMP_1,GRA_0,750000,3,0,FRE_0,EVE_0,0
1811,29,EMP_1,GRA_0,1100000,8,0,FRE_0,EVE_0,0
1802,31,EMP_0,GRA_0,400000,6,0,FRE_0,EVE_0,0
1572,25,EMP_1,GRA_1,1150000,5,0,FRE_1,EVE_0,0
840,28,EMP_1,GRA_0,1100000,3,0,FRE_0,EVE_0,1
1691,26,EMP_1,GRA_0,1400000,5,0,FRE_0,EVE_1,1
1589,25,EMP_1,GRA_0,1400000,4,0,FRE_1,EVE_1,1
730,31,EMP_1,GRA_0,500000,6,0,FRE_0,EVE_0,1
1256,28,EMP_1,GRA_0,500000,5,1,FRE_0,EVE_0,1
1039,28,EMP_1,GRA_0,800000,3,1,FRE_0,EVE_0,0
765,29,EMP_1,GRA_0,350000,4,0,FRE_0,EVE_0,0
1099,35,EMP_1,GRA_1,800000,6,0,FRE_0,EVE_0,1
540,26,EMP_1,GRA_0,1500000,3,0,FRE_1,EVE_1,1
546,28,EMP_1,GRA_0,550000,3,0,FRE_0,EVE_0,0
838,29,EMP_1,GRA_0,1100000,5,0,FRE_1,EVE_0,0
1661,28,EMP_1,GRA_0,700000,4,0,FRE_0,EVE_0,0
1438,32,EMP_0,GRA_0,850000,3,0,FRE_1,EVE_0,0
362,28,EMP_1,GRA_0,700000,2,1,FRE_0,EVE_0,0
322,28,EMP_1,GRA_0,750000,3,0,FRE_0,EVE_0,0
587,29,EMP_1,GRA_0,900000,9,1,FRE_0,EVE_0,1
193,34,EMP_1,GRA_1,1300000,5,1,FRE_0,EVE_0,0
655,28,EMP_1,GRA_0,700000,4,0,FRE_0,EVE_0,0
1329,33,EMP_1,GRA_0,1400000,4,0,FRE_0,EVE_1,1
1962,25,EMP_1,GRA_1,1150000,7,0,FRE_0,EVE_0,0
40,25,EMP_1,GRA_0,1400000,3,1,FRE_1,EVE_1,1
211,27,EMP_1,GRA_1,450000,5,0,FRE_0,EVE_0,0
1034,25,EMP_1,GRA_0,1400000,3,0,FRE_1,EVE_1,1
1913,33,EMP_0,GRA_0,1100000,5,0,FRE_0,EVE_0,0
1255,28,EMP_0,GRA_0,1200000,3,0,FRE_0,EVE_0,0
1102,29,EMP_1,GRA_0,1200000,5,1,FRE_0,EVE_0,0
170,31,EMP_1,GRA_0,1350000,6,1,FRE_0,EVE_1,1
775,32,EMP_0,GRA_0,350000,3,0,FRE_0,EVE_0,0
526,31,EMP_1,GRA_0,1100000,4,1,FRE_0,EVE_0,0
128,31,EMP_1,GRA_0,1350000,8,0,FRE_0,EVE_1,1
129,29,EMP_1,GRA_0,1050000,6,0,FRE_0,EVE_0,0
210,28,EMP_1,GRA_0,1200000,5,1,FRE_1,EVE_0,0
755,29,EMP_1,GRA_0,1200000,4,0,FRE_0,EVE_0,0
113,29,EMP_1,GRA_0,900000,4,0,FRE_1,EVE_0,0
572,28,EMP_1,GRA_1,550000,5,0,FRE_0,EVE_0,0
1774,32,EMP_0,GRA_0,350000,5,0,FRE_0,EVE_0,0
984,28,EMP_1,GRA_0,550000,5,1,FRE_0,EVE_0,0
276,29,EMP_1,GRA_0,1050000,6,0,FRE_0,EVE_0,0
441,34,EMP_1,GRA_0,850000,5,0,FRE_0,EVE_0,1
1111,34,EMP_1,GRA_0,500000,3,0,FRE_0,EVE_0,0
1978,34,EMP_1,GRA_0,700000,5,0,FRE_0,EVE_0,1
1618,28,EMP_0,GRA_0,300000,4,0,FRE_0,EVE_0,0
1348,33,EMP_0,GRA_0,800000,4,0,FRE_0,EVE_0,0
204,32,EMP_0,GRA_0,900000,4,0,FRE_1,EVE_0,0
763,28,EMP_0,GRA_0,600000,4,1,FRE_0,EVE_0,0
677,27,EMP_1,GRA_1,450000,7,0,FRE_0,EVE_0,0
380,28,EMP_1,GRA_0,1200000,5,1,FRE_0,EVE_0,0
1975,26,EMP_1,GRA_0,1400000,9,0,FRE_0,EVE_1,1
600,34,EMP_1,GRA_0,1500000,4,1,FRE_1,EVE_1,1
1339,34,EMP_1,GRA_0,1500000,5,0,FRE_1,EVE_1,1
521,28,EMP_1,GRA_0,1100000,6,0,FRE_0,EVE_0,0
1947,32,EMP_0,GRA_0,900000,2,0,FRE_1,EVE_0,0
1292,33,EMP_0,GRA_0,650000,9,1,FRE_0,EVE_0,0
1015,26,EMP_1,GRA_0,1400000,4,1,FRE_0,EVE_1,1
397,25,EMP_0,GRA_0,750000,5,0,FRE_0,EVE_0,0
1338,28,EMP_1,GRA_0,1450000,4,0,FRE_1,EVE_1,1
127,27,EMP_0,GRA_0,750000,5,0,FRE_0,EVE_0,0
1230,31,EMP_0,GRA_0,1500000,6,0,FRE_1,EVE_1,1
983,35,EMP_1,GRA_1,950000,6,0,FRE_1,EVE_0,1
643,28,EMP_1,GRA_0,1100000,5,1,FRE_0,EVE_0,0
1143,27,EMP_0,GRA_0,500000,4,0,FRE_0,EVE_0,0
1285,26,EMP_0,GRA_0,500000,4,0,FRE_0,EVE_0,0
636,25,EMP_1,GRA_0,1400000,4,0,FRE_0,EVE_1,1
910,34,EMP_0,GRA_0,1300000,4,0,FRE_0,EVE_0,0
1504,34,EMP_1,GRA_0,850000,2,0,FRE_0,EVE_0,0
1486,32,EMP_0,GRA_0,350000,5,0,FRE_0,EVE_0,0
1697,29,EMP_1,GRA_0,1050000,5,0,FRE_0,EVE_0,0
1796,28,EMP_1,GRA_0,1200000,3,0,FRE_0,EVE_0,0
1703,31,EMP_1,GRA_0,900000,5,1,FRE_0,EVE_0,0
212,28,EMP_1,GRA_0,750000,5,1,FRE_0,EVE_0,0
814,29,EMP_1,GRA_0,1050000,6,1,FRE_0,EVE_1,0
581,28,EMP_1,GRA_0,700000,4,1,FRE_0,EVE_0,0
785,29,EMP_1,GRA_0,1200000,7,0,FRE_0,EVE_1,0
283,26,EMP_1,GRA_0,600000,4,0,FRE_1,EVE_0,0
592,25,EMP_1,GRA_0,1700000,4,0,FRE_1,EVE_0,1
1184,35,EMP_1,GRA_1,800000,4,0,FRE_0,EVE_0,0
1443,29,EMP_1,GRA_0,1200000,7,1,FRE_0,EVE_0,1
1082,29,EMP_1,GRA_0,1200000,8,1,FRE_0,EVE_0,0
1617,28,EMP_1,GRA_0,1150000,7,1,FRE_0,EVE_0,0
1363,28,EMP_0,GRA_0,600000,7,0,FRE_0,EVE_0,0
1845,28,EMP_0,GRA_0,300000,5,0,FRE_0,EVE_0,0
65,26,EMP_1,GRA_0,600000,5,1,FRE_0,EVE_0,0
1608,26,EMP_1,GRA_0,1500000,6,0,FRE_1,EVE_1,1
794,26,EMP_0,GRA_0,500000,7,1,FRE_0,EVE_0,0
626,28,EMP_1,GRA_0,1100000,6,0,FRE_1,EVE_0,0
206,25,EMP_1,GRA_1,1150000,5,1,FRE_0,EVE_0,1
1716,31,EMP_1,GRA_0,1250000,3,0,FRE_0,EVE_0,0
661,28,EMP_0,GRA_1,300000,5,0,FRE_0,EVE_0,0
297,35,EMP_1,GRA_1,800000,7,1,FRE_0,EVE_0,1
1411,29,EMP_1,GRA_0,1200000,3,1,FRE_0,EVE_0,1
1189,34,EMP_1,GRA_1,1300000,3,0,FRE_0,EVE_0,0
487,34,EMP_1,GRA_0,850000,4,0,FRE_0,EVE_0,1
1927,34,EMP_1,GRA_0,1000000,4,0,FRE_0,EVE_0,1
1941,27,EMP_1,GRA_1,450000,3,0,FRE_0,EVE_0,1
1236,28,EMP_0,GRA_0,600000,3,0,FRE_0,EVE_0,0
1332,29,EMP_1,GRA_0,1200000,4,0,FRE_0,EVE_0,0
327,34,EMP_0,GRA_0,1300000,3,0,FRE_0,EVE_0,0
557,27,EMP_0,GRA_0,1050000,3,0,FRE_0,EVE_0,0
1265,34,EMP_1,GRA_0,1000000,5,0,FRE_0,EVE_0,0
1396,32,EMP_0,GRA_0,350000,5,1,FRE_0,EVE_0,0
951,34,EMP_1,GRA_0,1500000,5,0,FRE_1,EVE_1,1
1561,28,EMP_1,GRA_0,700000,7,0,FRE_0,EVE_0,0
1720,29,EMP_1,GRA_0,1100000,2,0,FRE_0,EVE_0,0
759,34,EMP_1,GRA_0,700000,7,1,FRE_0,EVE_0,1
1834,31,EMP_1,GRA_0,1100000,4,0,FRE_1,EVE_0,0
137,29,EMP_1,GRA_0,600000,4,1,FRE_1,EVE_0,0
916,26,EMP_1,GRA_0,1500000,6,0,FRE_1,EVE_1,1
1593,26,EMP_1,GRA_0,500000,8,0,FRE_0,EVE_0,0
176,34,EMP_1,GRA_0,1050000,6,0,FRE_0,EVE_0,1
525,26,EMP_1,GRA_0,500000,9,0,FRE_0,EVE_0,0
242,33,EMP_0,GRA_0,400000,4,0,FRE_0,EVE_0,0
962,33,EMP_0,GRA_0,1000000,5,0,FRE_0,EVE_0,0
138,28,EMP_1,GRA_0,1150000,4,0,FRE_0,EVE_0,0
1870,25,EMP_1,GRA_0,1700000,3,0,FRE_1,EVE_0,1
835,35,EMP_1,GRA_1,600000,9,0,FRE_0,EVE_0,0
870,35,EMP_1,GRA_1,800000,2,0,FRE_0,EVE_1,0
78,31,EMP_0,GRA_0,1300000,3,0,FRE_0,EVE_1,1
898,31,EMP_0,GRA_0,1300000,5,0,FRE_0,EVE_0,0
1318,31,EMP_1,GRA_0,1350000,3,1,FRE_0,EVE_1,1
1705,28,EMP_0,GRA_0,300000,8,0,FRE_0,EVE_0,0
1447,31,EMP_0,GRA_1,300000,3,1,FRE_0,EVE_0,0
1342,25,EMP_1,GRA_0,1400000,3,0,FRE_0,EVE_1,1
180,28,EMP_1,GRA_0,750000,6,0,FRE_1,EVE_0,0
848,35,EMP_0,GRA_0,900000,6,1,FRE_0,EVE_0,0
474,31,EMP_1,GRA_0,1100000,3,1,FRE_1,EVE_0,0
524,32,EMP_0,GRA_0,800000,4,0,FRE_0,EVE_0,0
26,34,EMP_1,GRA_1,1300000,6,0,FRE_1,EVE_0,1
1416,26,EMP_1,GRA_0,600000,6,1,FRE_0,EVE_0,0
60,31,EMP_1,GRA_0,1250000,4,0,FRE_1,EVE_1,0
1495,29,EMP_1,GRA_0,600000,4,0,FRE_0,EVE_0,1
1439,33,EMP_0,GRA_0,400000,7,1,FRE_0,EVE_0,1
1408,33,EMP_0,GRA_0,700000,7,0,FRE_0,EVE_0,1
1806,26,EMP_0,GRA_0,550000,4,0,FRE_0,EVE_0,1
224,31,EMP_1,GRA_0,1100000,5,0,FRE_1,EVE_0,0
889,35,EMP_1,GRA_1,800000,3,1,FRE_0,EVE_0,0
475,34,EMP_1,GRA_0,1000000,4,0,FRE_0,EVE_0,1
1735,34,EMP_1,GRA_0,500000,6,0,FRE_0,EVE_0,0
1445,28,EMP_1,GRA_0,1100000,4,1,FRE_0,EVE_0,0
1657,28,EMP_1,GRA_0,550000,4,0,FRE_0,EVE_0,0
1711,28,EMP_1,GRA_0,1100000,4,0,FRE_0,EVE_0,0
1454,27,EMP_0,GRA_0,1050000,7,1,FRE_0,EVE_0,0
1619,25,EMP_0,GRA_0,750000,6,0,FRE_0,EVE_0,0
404,33,EMP_0,GRA_0,650000,5,1,FRE_0,EVE_0,1
69,31,EMP_0,GRA_1,300000,4,0,FRE_0,EVE_0,0
1555,26,EMP_1,GRA_0,1400000,9,1,FRE_0,EVE_1,1
34,28,EMP_1,GRA_0,800000,9,0,FRE_0,EVE_0,1
1653,26,EMP_1,GRA_0,500000,5,1,FRE_0,EVE_0,1
831,27,EMP_0,GRA_0,1050000,6,1,FRE_0,EVE_0,0
645,28,EMP_1,GRA_0,1100000,4,0,FRE_0,EVE_0,0
376,31,EMP_0,GRA_0,1300000,4,0,FRE_0,EVE_0,0
1414,34,EMP_1,GRA_0,700000,3,0,FRE_0,EVE_0,0
1011,35,EMP_1,GRA_1,950000,9,0,FRE_0,EVE_0,1
1534,33,EMP_0,GRA_0,1750000,6,0,FRE_0,EVE_0,1
1388,27,EMP_1,GRA_1,350000,5,1,FRE_0,EVE_0,0
1050,33,EMP_0,GRA_0,1100000,2,1,FRE_0,EVE_1,0
323,33,EMP_1,GRA_0,1400000,5,0,FRE_0,EVE_1,1
389,31,EMP_1,GRA_0,1350000,5,0,FRE_0,EVE_1,1
929,26,EMP_1,GRA_0,600000,5,0,FRE_0,EVE_0,1
86,32,EMP_0,GRA_0,900000,4,0,FRE_0,EVE_0,0
1516,34,EMP_0,GRA_0,1300000,2,0,FRE_0,EVE_0,0
1656,26,EMP_1,GRA_0,600000,3,0,FRE_0,EVE_0,0
1916,28,EMP_0,GRA_0,1100000,6,1,FRE_0,EVE_0,0
806,30,EMP_1,GRA_1,550000,5,0,FRE_0,EVE_0,0
877,26,EMP_1,GRA_0,1400000,3,0,FRE_0,EVE_1,1
1794,28,EMP_1,GRA_0,1450000,5,0,FRE_1,EVE_1,1
1091,34,EMP_1,GRA_0,1500000,9,0,FRE_1,EVE_1,1
255,34,EMP_1,GRA_0,1500000,5,0,FRE_1,EVE_1,1
1857,27,EMP_0,GRA_0,900000,4,0,FRE_0,EVE_0,0
1377,26,EMP_0,GRA_0,1450000,3,0,FRE_1,EVE_1,1
67,34,EMP_1,GRA_0,1500000,3,0,FRE_1,EVE_1,1
629,25,EMP_1,GRA_1,600000,4,0,FRE_1,EVE_0,0
1333,28,EMP_1,GRA_0,1250000,5,0,FRE_0,EVE_0,0
1818,26,EMP_0,GRA_0,500000,8,0,FRE_0,EVE_0,0
1801,29,EMP_1,GRA_0,1200000,4,0,FRE_0,EVE_0,0
469,25,EMP_1,GRA_1,1700000,5,0,FRE_1,EVE_0,1
1825,29,EMP_1,GRA_0,600000,6,0,FRE_0,EVE_0,0
1788,26,EMP_1,GRA_0,1750000,3,0,FRE_0,EVE_0,0
1455,33,EMP_0,GRA_0,1100000,4,0,FRE_0,EVE_0,1
902,34,EMP_1,GRA_0,500000,7,1,FRE_0,EVE_0,1
1309,33,EMP_1,GRA_0,1400000,4,0,FRE_0,EVE_1,1
1560,28,EMP_1,GRA_0,1200000,4,0,FRE_0,EVE_0,0
1540,34,EMP_0,GRA_0,1100000,4,0,FRE_0,EVE_0,0
544,31,EMP_0,GRA_1,400000,3,0,FRE_0,EVE_0,0
1742,28,EMP_1,GRA_0,800000,3,0,FRE_0,EVE_0,0
1172,28,EMP_1,GRA_0,900000,4,1,FRE_0,EVE_0,1
927,33,EMP_1,GRA_0,1500000,5,1,FRE_1,EVE_1,1
1778,28,EMP_1,GRA_0,750000,4,0,FRE_1,EVE_0,0
343,28,EMP_1,GRA_0,1250000,7,0,FRE_0,EVE_0,0
1402,26,EMP_1,GRA_0,600000,4,1,FRE_0,EVE_0,0
868,28,EMP_0,GRA_0,1200000,5,1,FRE_0,EVE_0,0
583,29,EMP_1,GRA_0,500000,3,0,FRE_0,EVE_0,1
1940,25,EMP_1,GRA_0,1400000,5,0,FRE_1,EVE_1,0
1135,28,EMP_1,GRA_0,1100000,7,1,FRE_0,EVE_0,1
613,31,EMP_1,GRA_0,1250000,6,0,FRE_0,EVE_0,0
1163,29,EMP_1,GRA_0,900000,3,0,FRE_0,EVE_0,0
227,34,EMP_1,GRA_0,1300000,6,1,FRE_0,EVE_0,0
1931,34,EMP_1,GRA_0,1300000,4,1,FRE_0,EVE_0,0
810,29,EMP_1,GRA_0,600000,4,1,FRE_0,EVE_0,0
674,27,EMP_0,GRA_0,850000,2,0,FRE_0,EVE_0,0
1060,35,EMP_1,GRA_1,950000,5,1,FRE_0,EVE_0,0
1616,27,EMP_0,GRA_0,500000,2,0,FRE_0,EVE_0,1
1306,28,EMP_1,GRA_0,700000,5,1,FRE_0,EVE_0,0
770,28,EMP_0,GRA_0,600000,5,0,FRE_0,EVE_0,0
1888,26,EMP_1,GRA_0,750000,5,1,FRE_0,EVE_0,0
1068,27,EMP_0,GRA_0,500000,4,1,FRE_0,EVE_0,1
1201,28,EMP_1,GRA_0,650000,5,0,FRE_1,EVE_0,0
1895,26,EMP_0,GRA_0,500000,3,0,FRE_0,EVE_0,0
1854,34,EMP_0,GRA_0,1300000,5,0,FRE_1,EVE_0,1
144,31,EMP_1,GRA_0,1250000,4,0,FRE_0,EVE_0,0
1405,28,EMP_0,GRA_0,600000,8,0,FRE_0,EVE_0,0
47,35,EMP_0,GRA_0,1100000,5,0,FRE_0,EVE_0,0
876,28,EMP_1,GRA_0,800000,4,1,FRE_0,EVE_0,0
534,27,EMP_1,GRA_1,450000,4,0,FRE_0,EVE_0,1
1789,28,EMP_1,GRA_0,1150000,3,1,FRE_0,EVE_0,0
1529,31,EMP_1,GRA_0,1250000,4,0,FRE_0,EVE_0,1
1086,28,EMP_0,GRA_0,300000,3,0,FRE_0,EVE_0,0
