index,Age,Employment Type,GraduateOrNot,AnnualIncome,FamilyMembers,ChronicDiseases,FrequentFlyer,EverTravelledAbroad
390,33,EMP_0,GRA_0,400000,3,0,FRE_0,EVE_0
391,28,EMP_0,GRA_0,300000,4,0,FRE_0,EVE_0
392,33,EMP_0,GRA_0,400000,6,0,FRE_0,EVE_0
393,34,EMP_1,GRA_0,1050000,8,0,FRE_0,EVE_0
394,30,EMP_1,GRA_1,800000,3,0,FRE_0,EVE_0
395,34,EMP_1,GRA_0,1000000,6,1,FRE_0,EVE_0
396,28,EMP_0,GRA_0,600000,2,0,FRE_1,EVE_0
397,27,EMP_0,GRA_0,850000,5,1,FRE_0,EVE_0
398,28,EMP_1,GRA_0,1100000,7,0,FRE_0,EVE_0
399,33,EMP_0,GRA_0,700000,8,0,FRE_0,EVE_0
400,34,EMP_1,GRA_0,1500000,6,1,FRE_1,EVE_1
401,33,EMP_0,GRA_0,400000,4,0,FRE_0,EVE_0
402,25,EMP_1,GRA_0,1400000,5,0,FRE_0,EVE_1
403,28,EMP_1,GRA_0,1250000,4,0,FRE_0,EVE_0
404,28,EMP_1,GRA_0,1250000,7,0,FRE_0,EVE_0
405,33,EMP_0,GRA_0,1100000,4,0,FRE_0,EVE_0
406,32,EMP_0,GRA_0,800000,4,0,FRE_1,EVE_1
407,27,EMP_0,GRA_0,500000,3,1,FRE_0,EVE_0
408,26,EMP_1,GRA_0,600000,4,1,FRE_0,EVE_0
409,28,EMP_1,GRA_0,900000,2,0,FRE_1,EVE_0
410,28,EMP_0,GRA_0,300000,6,1,FRE_0,EVE_0
411,28,EMP_1,GRA_0,550000,7,0,FRE_0,EVE_0
412,25,EMP_1,GRA_1,1150000,6,0,FRE_0,EVE_0
413,33,EMP_1,GRA_0,550000,5,0,FRE_0,EVE_0
414,30,EMP_1,GRA_1,800000,3,0,FRE_0,EVE_0
415,26,EMP_0,GRA_0,500000,5,0,FRE_0,EVE_0
416,31,EMP_0,GRA_0,400000,7,0,FRE_0,EVE_0
417,30,EMP_1,GRA_1,650000,4,0,FRE_0,EVE_0
418,26,EMP_1,GRA_0,1500000,5,0,FRE_1,EVE_1
419,32,EMP_0,GRA_0,800000,6,0,FRE_1,EVE_0
420,29,EMP_1,GRA_0,1050000,7,0,FRE_0,EVE_0
421,28,EMP_1,GRA_0,1150000,5,0,FRE_0,EVE_0
422,26,EMP_1,GRA_0,1400000,4,0,FRE_0,EVE_1
423,26,EMP_1,GRA_0,1400000,5,0,FRE_0,EVE_1
424,32,EMP_0,GRA_0,800000,6,1,FRE_0,EVE_0
425,27,EMP_1,GRA_1,800000,7,0,FRE_0,EVE_0
426,31,EMP_1,GRA_0,1350000,3,0,FRE_1,EVE_1
427,27,EMP_0,GRA_0,500000,3,1,FRE_0,EVE_0
428,25,EMP_0,GRA_0,750000,3,0,FRE_0,EVE_0
429,28,EMP_0,GRA_0,300000,5,1,FRE_0,EVE_0
430,28,EMP_0,GRA_1,300000,6,1,FRE_0,EVE_0
431,33,EMP_0,GRA_0,1100000,4,0,FRE_0,EVE_0
432,27,EMP_1,GRA_1,450000,4,0,FRE_0,EVE_0
433,27,EMP_1,GRA_1,1550000,7,0,FRE_1,EVE_0
434,26,EMP_1,GRA_0,450000,6,0,FRE_0,EVE_0
435,31,EMP_0,GRA_1,300000,3,0,FRE_0,EVE_0
436,27,EMP_0,GRA_0,1050000,4,1,FRE_0,EVE_0
437,26,EMP_1,GRA_0,450000,5,1,FRE_0,EVE_0
438,26,EMP_0,GRA_0,1450000,5,0,FRE_1,EVE_1
439,31,EMP_0,GRA_0,400000,4,0,FRE_0,EVE_0
440,32,EMP_0,GRA_0,900000,5,0,FRE_0,EVE_0
441,34,EMP_1,GRA_0,1500000,6,0,FRE_1,EVE_1
442,28,EMP_1,GRA_0,1200000,3,0,FRE_0,EVE_0
443,29,EMP_1,GRA_0,1350000,4,0,FRE_0,EVE_1
444,29,EMP_1,GRA_0,1200000,9,0,FRE_0,EVE_0
445,33,EMP_0,GRA_0,700000,2,0,FRE_0,EVE_0
446,34,EMP_1,GRA_0,1500000,3,0,FRE_1,EVE_1
447,31,EMP_0,GRA_0,400000,5,0,FRE_0,EVE_0
448,28,EMP_1,GRA_0,500000,3,0,FRE_0,EVE_0
449,31,EMP_0,GRA_0,1300000,4,0,FRE_0,EVE_0
450,28,EMP_1,GRA_0,800000,5,1,FRE_0,EVE_0
451,28,EMP_1,GRA_0,1100000,4,0,FRE_1,EVE_0
452,32,EMP_0,GRA_0,850000,3,0,FRE_0,EVE_0
453,34,EMP_1,GRA_0,1500000,4,1,FRE_1,EVE_1
454,28,EMP_1,GRA_0,1200000,3,0,FRE_0,EVE_0
455,34,EMP_1,GRA_0,500000,4,0,FRE_0,EVE_0
456,26,EMP_1,GRA_0,1400000,4,0,FRE_0,EVE_1
457,28,EMP_0,GRA_0,300000,7,1,FRE_0,EVE_0
458,31,EMP_1,GRA_0,1350000,3,0,FRE_0,EVE_1
459,31,EMP_0,GRA_1,300000,3,0,FRE_0,EVE_0
460,25,EMP_1,GRA_0,1400000,3,0,FRE_0,EVE_1
461,34,EMP_1,GRA_0,1500000,4,0,FRE_1,EVE_1
462,34,EMP_1,GRA_0,500000,3,0,FRE_0,EVE_0
463,28,EMP_1,GRA_0,600000,3,0,FRE_0,EVE_0
464,25,EMP_1,GRA_1,1150000,3,0,FRE_1,EVE_0
465,30,EMP_1,GRA_1,550000,4,0,FRE_0,EVE_0
466,31,EMP_1,GRA_0,1250000,9,1,FRE_0,EVE_0
467,33,EMP_1,GRA_0,1400000,3,0,FRE_0,EVE_1
468,33,EMP_1,GRA_0,1500000,7,0,FRE_1,EVE_1
469,25,EMP_1,GRA_1,1350000,6,0,FRE_0,EVE_1
470,28,EMP_1,GRA_0,700000,4,0,FRE_0,EVE_0
471,29,EMP_1,GRA_0,1100000,5,0,FRE_1,EVE_0
472,28,EMP_0,GRA_0,300000,4,0,FRE_0,EVE_0
473,32,EMP_0,GRA_0,650000,4,0,FRE_0,EVE_0
474,31,EMP_1,GRA_0,500000,3,1,FRE_0,EVE_0
475,27,EMP_0,GRA_0,500000,4,0,FRE_0,EVE_0
476,35,EMP_1,GRA_1,800000,3,0,FRE_0,EVE_0
477,31,EMP_0,GRA_0,400000,6,0,FRE_0,EVE_0
478,28,EMP_1,GRA_0,1350000,3,0,FRE_0,EVE_1
479,25,EMP_1,GRA_0,1400000,5,1,FRE_1,EVE_1
480,25,EMP_0,GRA_0,750000,4,0,FRE_0,EVE_0
481,26,EMP_1,GRA_0,750000,4,1,FRE_0,EVE_0
482,31,EMP_1,GRA_0,1100000,3,0,FRE_0,EVE_0
483,35,EMP_1,GRA_1,800000,4,0,FRE_0,EVE_0
484,27,EMP_1,GRA_1,450000,3,0,FRE_0,EVE_0
485,28,EMP_0,GRA_0,300000,5,0,FRE_0,EVE_0
486,28,EMP_1,GRA_0,1100000,4,1,FRE_0,EVE_0
487,29,EMP_1,GRA_0,1150000,4,1,FRE_0,EVE_1
488,28,EMP_1,GRA_0,1450000,4,0,FRE_1,EVE_1
489,30,EMP_1,GRA_1,800000,5,0,FRE_0,EVE_0
490,34,EMP_0,GRA_0,1300000,5,1,FRE_0,EVE_1
491,33,EMP_1,GRA_0,1500000,3,0,FRE_1,EVE_1
492,29,EMP_1,GRA_0,1350000,4,0,FRE_1,EVE_1
493,29,EMP_1,GRA_0,900000,7,0,FRE_1,EVE_0
494,28,EMP_0,GRA_0,600000,7,0,FRE_0,EVE_0
495,26,EMP_0,GRA_0,500000,3,0,FRE_0,EVE_0
496,29,EMP_1,GRA_0,1350000,5,0,FRE_0,EVE_1
497,32,EMP_0,GRA_0,350000,5,0,FRE_0,EVE_0
498,34,EMP_1,GRA_0,500000,7,0,FRE_0,EVE_0
499,29,EMP_1,GRA_0,500000,8,0,FRE_0,EVE_0
500,27,EMP_1,GRA_1,450000,3,0,FRE_0,EVE_0
501,27,EMP_0,GRA_0,750000,5,0,FRE_0,EVE_0
502,33,EMP_0,GRA_0,700000,3,1,FRE_0,EVE_0
503,31,EMP_1,GRA_0,1400000,6,0,FRE_0,EVE_1
504,31,EMP_1,GRA_0,1400000,4,1,FRE_0,EVE_1
505,34,EMP_1,GRA_0,500000,4,0,FRE_0,EVE_0
506,31,EMP_1,GRA_0,950000,3,0,FRE_1,EVE_0
507,33,EMP_1,GRA_0,1400000,5,0,FRE_0,EVE_1
508,28,EMP_1,GRA_0,750000,6,1,FRE_0,EVE_0
509,28,EMP_1,GRA_0,1150000,3,0,FRE_0,EVE_0
510,28,EMP_1,GRA_0,750000,3,0,FRE_0,EVE_0
511,29,EMP_1,GRA_0,1100000,8,0,FRE_0,EVE_0
512,31,EMP_0,GRA_0,400000,6,0,FRE_0,EVE_0
513,25,EMP_1,GRA_1,1150000,5,0,FRE_1,EVE_0
514,28,EMP_1,GRA_0,1100000,3,0,FRE_0,EVE_0
515,26,EMP_1,GRA_0,1400000,5,0,FRE_0,EVE_1
516,25,EMP_1,GRA_0,1400000,4,0,FRE_1,EVE_1
517,31,EMP_1,GRA_0,500000,6,0,FRE_0,EVE_0
518,28,EMP_1,GRA_0,500000,5,1,FRE_0,EVE_0
519,28,EMP_1,GRA_0,800000,3,1,FRE_0,EVE_0
520,29,EMP_1,GRA_0,350000,4,0,FRE_0,EVE_0
521,35,EMP_1,GRA_1,800000,6,0,FRE_0,EVE_0
522,26,EMP_1,GRA_0,1500000,3,0,FRE_1,EVE_1
523,28,EMP_1,GRA_0,550000,3,0,FRE_0,EVE_0
524,29,EMP_1,GRA_0,1100000,5,0,FRE_1,EVE_0
525,28,EMP_1,GRA_0,700000,4,0,FRE_0,EVE_0
526,32,EMP_0,GRA_0,850000,3,0,FRE_1,EVE_0
527,28,EMP_1,GRA_0,700000,2,1,FRE_0,EVE_0
528,28,EMP_1,GRA_0,750000,3,0,FRE_0,EVE_0
529,29,EMP_1,GRA_0,900000,9,1,FRE_0,EVE_0
530,34,EMP_1,GRA_1,1300000,5,1,FRE_0,EVE_0
531,28,EMP_1,GRA_0,700000,4,0,FRE_0,EVE_0
532,33,EMP_1,GRA_0,1400000,4,0,FRE_0,EVE_1
533,25,EMP_1,GRA_1,1150000,7,0,FRE_0,EVE_0
534,25,EMP_1,GRA_0,1400000,3,1,FRE_1,EVE_1
535,27,EMP_1,GRA_1,450000,5,0,FRE_0,EVE_0
536,25,EMP_1,GRA_0,1400000,3,0,FRE_1,EVE_1
537,33,EMP_0,GRA_0,1100000,5,0,FRE_0,EVE_0
538,28,EMP_0,GRA_0,1200000,3,0,FRE_0,EVE_0
539,29,EMP_1,GRA_0,1200000,5,1,FRE_0,EVE_0
540,31,EMP_1,GRA_0,1350000,6,1,FRE_0,EVE_1
541,32,EMP_0,GRA_0,350000,3,0,FRE_0,EVE_0
542,31,EMP_1,GRA_0,1100000,4,1,FRE_0,EVE_0
543,31,EMP_1,GRA_0,1350000,8,0,FRE_0,EVE_1
544,29,EMP_1,GRA_0,1050000,6,0,FRE_0,EVE_0
545,28,EMP_1,GRA_0,1200000,5,1,FRE_1,EVE_0
546,29,EMP_1,GRA_0,1200000,4,0,FRE_0,EVE_0
547,29,EMP_1,GRA_0,900000,4,0,FRE_1,EVE_0
548,28,EMP_1,GRA_1,550000,5,0,FRE_0,EVE_0
549,32,EMP_0,GRA_0,350000,5,0,FRE_0,EVE_0
550,28,EMP_1,GRA_0,550000,5,1,FRE_0,EVE_0
551,29,EMP_1,GRA_0,1050000,6,0,FRE_0,EVE_0
552,34,EMP_1,GRA_0,850000,5,0,FRE_0,EVE_0
553,34,EMP_1,GRA_0,500000,3,0,FRE_0,EVE_0
554,34,EMP_1,GRA_0,700000,5,0,FRE_0,EVE_0
555,28,EMP_0,GRA_0,300000,4,0,FRE_0,EVE_0
556,33,EMP_0,GRA_0,800000,4,0,FRE_0,EVE_0
557,32,EMP_0,GRA_0,900000,4,0,FRE_1,EVE_0
558,28,EMP_0,GRA_0,600000,4,1,FRE_0,EVE_0
559,27,EMP_1,GRA_1,450000,7,0,FRE_0,EVE_0
560,28,EMP_1,GRA_0,1200000,5,1,FRE_0,EVE_0
561,26,EMP_1,GRA_0,1400000,9,0,FRE_0,EVE_1
562,34,EMP_1,GRA_0,1500000,4,1,FRE_1,EVE_1
563,34,EMP_1,GRA_0,1500000,5,0,FRE_1,EVE_1
564,28,EMP_1,GRA_0,1100000,6,0,FRE_0,EVE_0
565,32,EMP_0,GRA_0,900000,2,0,FRE_1,EVE_0
566,33,EMP_0,GRA_0,650000,9,1,FRE_0,EVE_0
567,26,EMP_1,GRA_0,1400000,4,1,FRE_0,EVE_1
568,25,EMP_0,GRA_0,750000,5,0,FRE_0,EVE_0
569,28,EMP_1,GRA_0,1450000,4,0,FRE_1,EVE_1
570,27,EMP_0,GRA_0,750000,5,0,FRE_0,EVE_0
571,31,EMP_0,GRA_0,1500000,6,0,FRE_1,EVE_1
572,35,EMP_1,GRA_1,950000,6,0,FRE_1,EVE_0
573,28,EMP_1,GRA_0,1100000,5,1,FRE_0,EVE_0
574,27,EMP_0,GRA_0,500000,4,0,FRE_0,EVE_0
575,26,EMP_0,GRA_0,500000,4,0,FRE_0,EVE_0
576,25,EMP_1,GRA_0,1400000,4,0,FRE_0,EVE_1
577,34,EMP_0,GRA_0,1300000,4,0,FRE_0,EVE_0
578,34,EMP_1,GRA_0,850000,2,0,FRE_0,EVE_0
579,32,EMP_0,GRA_0,350000,5,0,FRE_0,EVE_0
580,29,EMP_1,GRA_0,1050000,5,0,FRE_0,EVE_0
581,28,EMP_1,GRA_0,1200000,3,0,FRE_0,EVE_0
582,31,EMP_1,GRA_0,900000,5,1,FRE_0,EVE_0
583,28,EMP_1,GRA_0,750000,5,1,FRE_0,EVE_0
584,29,EMP_1,GRA_0,1050000,6,1,FRE_0,EVE_1
585,28,EMP_1,GRA_0,700000,4,1,FRE_0,EVE_0
586,29,EMP_1,GRA_0,1200000,7,0,FRE_0,EVE_1
587,26,EMP_1,GRA_0,600000,4,0,FRE_1,EVE_0
588,25,EMP_1,GRA_0,1700000,4,0,FRE_1,EVE_0
589,35,EMP_1,GRA_1,800000,4,0,FRE_0,EVE_0
590,29,EMP_1,GRA_0,1200000,7,1,FRE_0,EVE_0
591,29,EMP_1,GRA_0,1200000,8,1,FRE_0,EVE_0
592,28,EMP_1,GRA_0,1150000,7,1,FRE_0,EVE_0
593,28,EMP_0,GRA_0,600000,7,0,FRE_0,EVE_0
594,28,EMP_0,GRA_0,300000,5,0,FRE_0,EVE_0
595,26,EMP_1,GRA_0,600000,5,1,FRE_0,EVE_0
596,26,EMP_1,GRA_0,1500000,6,0,FRE_1,EVE_1
597,26,EMP_0,GRA_0,500000,7,1,FRE_0,EVE_0
598,28,EMP_1,GRA_0,1100000,6,0,FRE_1,EVE_0
599,25,EMP_1,GRA_1,1150000,5,1,FRE_0,EVE_0
600,31,EMP_1,GRA_0,1250000,3,0,FRE_0,EVE_0
601,28,EMP_0,GRA_1,300000,5,0,FRE_0,EVE_0
602,35,EMP_1,GRA_1,800000,7,1,FRE_0,EVE_0
603,29,EMP_1,GRA_0,1200000,3,1,FRE_0,EVE_0
604,34,EMP_1,GRA_1,1300000,3,0,FRE_0,EVE_0
605,34,EMP_1,GRA_0,850000,4,0,FRE_0,EVE_0
606,34,EMP_1,GRA_0,1000000,4,0,FRE_0,EVE_0
607,27,EMP_1,GRA_1,450000,3,0,FRE_0,EVE_0
608,28,EMP_0,GRA_0,600000,3,0,FRE_0,EVE_0
609,29,EMP_1,GRA_0,1200000,4,0,FRE_0,EVE_0
610,34,EMP_0,GRA_0,1300000,3,0,FRE_0,EVE_0
611,27,EMP_0,GRA_0,1050000,3,0,FRE_0,EVE_0
612,34,EMP_1,GRA_0,1000000,5,0,FRE_0,EVE_0
613,32,EMP_0,GRA_0,350000,5,1,FRE_0,EVE_0
614,34,EMP_1,GRA_0,1500000,5,0,FRE_1,EVE_1
615,28,EMP_1,GRA_0,700000,7,0,FRE_0,EVE_0
616,29,EMP_1,GRA_0,1100000,2,0,FRE_0,EVE_0
617,34,EMP_1,GRA_0,700000,7,1,FRE_0,EVE_0
618,31,EMP_1,GRA_0,1100000,4,0,FRE_1,EVE_0
619,29,EMP_1,GRA_0,600000,4,1,FRE_1,EVE_0
620,26,EMP_1,GRA_0,1500000,6,0,FRE_1,EVE_1
621,26,EMP_1,GRA_0,500000,8,0,FRE_0,EVE_0
622,34,EMP_1,GRA_0,1050000,6,0,FRE_0,EVE_0
623,26,EMP_1,GRA_0,500000,9,0,FRE_0,EVE_0
624,33,EMP_0,GRA_0,400000,4,0,FRE_0,EVE_0
625,33,EMP_0,GRA_0,1000000,5,0,FRE_0,EVE_0
626,28,EMP_1,GRA_0,1150000,4,0,FRE_0,EVE_0
627,25,EMP_1,GRA_0,1700000,3,0,FRE_1,EVE_0
628,35,EMP_1,GRA_1,600000,9,0,FRE_0,EVE_0
629,35,EMP_1,GRA_1,800000,2,0,FRE_0,EVE_1
630,31,EMP_0,GRA_0,1300000,3,0,FRE_0,EVE_1
631,31,EMP_0,GRA_0,1300000,5,0,FRE_0,EVE_0
632,31,EMP_1,GRA_0,1350000,3,1,FRE_0,EVE_1
633,28,EMP_0,GRA_0,300000,8,0,FRE_0,EVE_0
634,31,EMP_0,GRA_1,300000,3,1,FRE_0,EVE_0
635,25,EMP_1,GRA_0,1400000,3,0,FRE_0,EVE_1
636,28,EMP_1,GRA_0,750000,6,0,FRE_1,EVE_0
637,35,EMP_0,GRA_0,900000,6,1,FRE_0,EVE_0
638,31,EMP_1,GRA_0,1100000,3,1,FRE_1,EVE_0
639,32,EMP_0,GRA_0,800000,4,0,FRE_0,EVE_0
640,34,EMP_1,GRA_1,1300000,6,0,FRE_1,EVE_0
641,26,EMP_1,GRA_0,600000,6,1,FRE_0,EVE_0
642,31,EMP_1,GRA_0,1250000,4,0,FRE_1,EVE_1
643,29,EMP_1,GRA_0,600000,4,0,FRE_0,EVE_0
644,33,EMP_0,GRA_0,400000,7,1,FRE_0,EVE_0
645,33,EMP_0,GRA_0,700000,7,0,FRE_0,EVE_0
646,26,EMP_0,GRA_0,550000,4,0,FRE_0,EVE_0
647,31,EMP_1,GRA_0,1100000,5,0,FRE_1,EVE_0
648,35,EMP_1,GRA_1,800000,3,1,FRE_0,EVE_0
649,34,EMP_1,GRA_0,1000000,4,0,FRE_0,EVE_0
650,34,EMP_1,GRA_0,500000,6,0,FRE_0,EVE_0
651,28,EMP_1,GRA_0,1100000,4,1,FRE_0,EVE_0
652,28,EMP_1,GRA_0,550000,4,0,FRE_0,EVE_0
653,28,EMP_1,GRA_0,1100000,4,0,FRE_0,EVE_0
654,27,EMP_0,GRA_0,1050000,7,1,FRE_0,EVE_0
655,25,EMP_0,GRA_0,750000,6,0,FRE_0,EVE_0
656,33,EMP_0,GRA_0,650000,5,1,FRE_0,EVE_0
657,31,EMP_0,GRA_1,300000,4,0,FRE_0,EVE_0
658,26,EMP_1,GRA_0,1400000,9,1,FRE_0,EVE_1
659,28,EMP_1,GRA_0,800000,9,0,FRE_0,EVE_0
660,26,EMP_1,GRA_0,500000,5,1,FRE_0,EVE_0
661,27,EMP_0,GRA_0,1050000,6,1,FRE_0,EVE_0
662,28,EMP_1,GRA_0,1100000,4,0,FRE_0,EVE_0
663,31,EMP_0,GRA_0,1300000,4,0,FRE_0,EVE_0
664,34,EMP_1,GRA_0,700000,3,0,FRE_0,EVE_0
665,35,EMP_1,GRA_1,950000,9,0,FRE_0,EVE_0
666,33,EMP_0,GRA_0,1750000,6,0,FRE_0,EVE_0
667,27,EMP_1,GRA_1,350000,5,1,FRE_0,EVE_0
668,33,EMP_0,GRA_0,1100000,2,1,FRE_0,EVE_1
669,33,EMP_1,GRA_0,1400000,5,0,FRE_0,EVE_1
670,31,EMP_1,GRA_0,1350000,5,0,FRE_0,EVE_1
671,26,EMP_1,GRA_0,600000,5,0,FRE_0,EVE_0
672,32,EMP_0,GRA_0,900000,4,0,FRE_0,EVE_0
673,34,EMP_0,GRA_0,1300000,2,0,FRE_0,EVE_0
674,26,EMP_1,GRA_0,600000,3,0,FRE_0,EVE_0
675,28,EMP_0,GRA_0,1100000,6,1,FRE_0,EVE_0
676,30,EMP_1,GRA_1,550000,5,0,FRE_0,EVE_0
677,26,EMP_1,GRA_0,1400000,3,0,FRE_0,EVE_1
678,28,EMP_1,GRA_0,1450000,5,0,FRE_1,EVE_1
679,34,EMP_1,GRA_0,1500000,9,0,FRE_1,EVE_1
680,34,EMP_1,GRA_0,1500000,5,0,FRE_1,EVE_1
681,27,EMP_0,GRA_0,900000,4,0,FRE_0,EVE_0
682,26,EMP_0,GRA_0,1450000,3,0,FRE_1,EVE_1
683,34,EMP_1,GRA_0,1500000,3,0,FRE_1,EVE_1
684,25,EMP_1,GRA_1,600000,4,0,FRE_1,EVE_0
685,28,EMP_1,GRA_0,1250000,5,0,FRE_0,EVE_0
686,26,EMP_0,GRA_0,500000,8,0,FRE_0,EVE_0
687,29,EMP_1,GRA_0,1200000,4,0,FRE_0,EVE_0
688,25,EMP_1,GRA_1,1700000,5,0,FRE_1,EVE_0
689,29,EMP_1,GRA_0,600000,6,0,FRE_0,EVE_0
690,26,EMP_1,GRA_0,1750000,3,0,FRE_0,EVE_0
691,33,EMP_0,GRA_0,1100000,4,0,FRE_0,EVE_0
692,34,EMP_1,GRA_0,500000,7,1,FRE_0,EVE_0
693,33,EMP_1,GRA_0,1400000,4,0,FRE_0,EVE_1
694,28,EMP_1,GRA_0,1200000,4,0,FRE_0,EVE_0
695,34,EMP_0,GRA_0,1100000,4,0,FRE_0,EVE_0
696,31,EMP_0,GRA_1,400000,3,0,FRE_0,EVE_0
697,28,EMP_1,GRA_0,800000,3,0,FRE_0,EVE_0
698,28,EMP_1,GRA_0,900000,4,1,FRE_0,EVE_0
699,33,EMP_1,GRA_0,1500000,5,1,FRE_1,EVE_1
700,28,EMP_1,GRA_0,750000,4,0,FRE_1,EVE_0
701,28,EMP_1,GRA_0,1250000,7,0,FRE_0,EVE_0
702,26,EMP_1,GRA_0,600000,4,1,FRE_0,EVE_0
703,28,EMP_0,GRA_0,1200000,5,1,FRE_0,EVE_0
704,29,EMP_1,GRA_0,500000,3,0,FRE_0,EVE_0
705,25,EMP_1,GRA_0,1400000,5,0,FRE_1,EVE_1
706,28,EMP_1,GRA_0,1100000,7,1,FRE_0,EVE_0
707,31,EMP_1,GRA_0,1250000,6,0,FRE_0,EVE_0
708,29,EMP_1,GRA_0,900000,3,0,FRE_0,EVE_0
709,34,EMP_1,GRA_0,1300000,6,1,FRE_0,EVE_0
710,34,EMP_1,GRA_0,1300000,4,1,FRE_0,EVE_0
711,29,EMP_1,GRA_0,600000,4,1,FRE_0,EVE_0
712,27,EMP_0,GRA_0,850000,2,0,FRE_0,EVE_0
713,35,EMP_1,GRA_1,950000,5,1,FRE_0,EVE_0
714,27,EMP_0,GRA_0,500000,2,0,FRE_0,EVE_0
715,28,EMP_1,GRA_0,700000,5,1,FRE_0,EVE_0
716,28,EMP_0,GRA_0,600000,5,0,FRE_0,EVE_0
717,26,EMP_1,GRA_0,750000,5,1,FRE_0,EVE_0
718,27,EMP_0,GRA_0,500000,4,1,FRE_0,EVE_0
719,28,EMP_1,GRA_0,650000,5,0,FRE_1,EVE_0
720,26,EMP_0,GRA_0,500000,3,0,FRE_0,EVE_0
721,34,EMP_0,GRA_0,1300000,5,0,FRE_1,EVE_0
722,31,EMP_1,GRA_0,1250000,4,0,FRE_0,EVE_0
723,28,EMP_0,GRA_0,600000,8,0,FRE_0,EVE_0
724,35,EMP_0,GRA_0,1100000,5,0,FRE_0,EVE_0
725,28,EMP_1,GRA_0,800000,4,1,FRE_0,EVE_0
726,27,EMP_1,GRA_1,450000,4,0,FRE_0,EVE_0
727,28,EMP_1,GRA_0,1150000,3,1,FRE_0,EVE_0
728,31,EMP_1,GRA_0,1250000,4,0,FRE_0,EVE_0
729,28,EMP_0,GRA_0,300000,3,0,FRE_0,EVE_0
730,34,EMP_1,GRA_0,1500000,4,0,FRE_1,EVE_1
731,28,EMP_1,GRA_0,1300000,2,1,FRE_0,EVE_0
732,28,EMP_0,GRA_0,300000,6,0,FRE_0,EVE_0
733,34,EMP_1,GRA_0,700000,6,0,FRE_0,EVE_0
734,30,EMP_1,GRA_1,550000,5,1,FRE_0,EVE_0
735,33,EMP_1,GRA_0,1500000,5,0,FRE_1,EVE_1
736,34,EMP_1,GRA_0,1300000,4,0,FRE_0,EVE_0
737,26,EMP_1,GRA_0,1400000,3,1,FRE_0,EVE_1
738,31,EMP_0,GRA_0,400000,6,0,FRE_0,EVE_0
739,34,EMP_1,GRA_0,700000,4,1,FRE_1,EVE_0
740,30,EMP_1,GRA_1,550000,3,0,FRE_0,EVE_0
741,35,EMP_1,GRA_1,800000,6,0,FRE_0,EVE_0
742,28,EMP_1,GRA_0,800000,4,0,FRE_0,EVE_0
743,33,EMP_0,GRA_0,650000,5,0,FRE_1,EVE_0
744,30,EMP_1,GRA_1,550000,5,0,FRE_0,EVE_0
745,33,EMP_0,GRA_0,400000,5,1,FRE_0,EVE_0
746,28,EMP_1,GRA_0,500000,5,1,FRE_0,EVE_0
747,28,EMP_1,GRA_0,550000,5,0,FRE_0,EVE_0
748,28,EMP_1,GRA_0,1100000,8,0,FRE_0,EVE_0
749,33,EMP_0,GRA_0,1750000,4,0,FRE_0,EVE_0
750,34,EMP_1,GRA_0,1300000,7,0,FRE_0,EVE_0
751,28,EMP_0,GRA_0,300000,4,0,FRE_0,EVE_0
752,34,EMP_1,GRA_0,1000000,4,1,FRE_0,EVE_0
753,27,EMP_0,GRA_0,1050000,2,1,FRE_0,EVE_0
754,34,EMP_1,GRA_1,1300000,4,0,FRE_0,EVE_0
755,34,EMP_1,GRA_1,1400000,4,0,FRE_0,EVE_1
756,35,EMP_1,GRA_1,800000,4,0,FRE_0,EVE_0
757,28,EMP_1,GRA_0,800000,7,0,FRE_0,EVE_0
758,28,EMP_0,GRA_0,600000,7,1,FRE_0,EVE_0
759,32,EMP_0,GRA_0,350000,4,0,FRE_0,EVE_0
760,26,EMP_1,GRA_0,500000,6,0,FRE_0,EVE_0
761,34,EMP_1,GRA_0,1000000,4,0,FRE_0,EVE_0
762,32,EMP_0,GRA_0,800000,6,1,FRE_0,EVE_0
763,34,EMP_0,GRA_0,1300000,9,1,FRE_0,EVE_0
764,28,EMP_1,GRA_0,700000,4,1,FRE_0,EVE_0
765,28,EMP_0,GRA_0,600000,3,0,FRE_1,EVE_0
766,34,EMP_1,GRA_0,1300000,6,0,FRE_0,EVE_0
767,28,EMP_1,GRA_0,600000,6,0,FRE_0,EVE_0
768,29,EMP_1,GRA_0,1200000,4,0,FRE_0,EVE_0
769,34,EMP_1,GRA_0,700000,4,1,FRE_0,EVE_0
770,25,EMP_1,GRA_1,1700000,3,0,FRE_1,EVE_0
771,27,EMP_0,GRA_0,850000,5,0,FRE_0,EVE_0
772,25,EMP_1,GRA_1,1150000,3,1,FRE_0,EVE_1
773,33,EMP_1,GRA_0,750000,4,1,FRE_0,EVE_0
774,28,EMP_1,GRA_0,1250000,4,1,FRE_0,EVE_0
775,31,EMP_0,GRA_0,1300000,6,0,FRE_0,EVE_0
776,31,EMP_1,GRA_0,950000,7,0,FRE_1,EVE_0
777,34,EMP_1,GRA_0,1500000,4,0,FRE_1,EVE_1
778,31,EMP_0,GRA_0,400000,5,0,FRE_0,EVE_0
779,28,EMP_1,GRA_0,1100000,4,1,FRE_0,EVE_0
780,31,EMP_1,GRA_0,1250000,5,1,FRE_0,EVE_0
781,28,EMP_1,GRA_0,900000,4,0,FRE_1,EVE_0
