ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
51,190,11,96,20,0,0,100,66,7,6,43,2,11,17,0,1,13,74,2,2,0,81,RIS_1
85,149,1,98,43,0,0,98,-7,7,6,15,3,29,2,1,1,47,45,6,2,0,82,RIS_1
71,246,4,102,32,0,0,100,-7,7,8,22,0,48,-7,0,0,19,-8,12,2,2,87,RIS_1
83,161,24,103,31,0,0,100,-7,7,8,17,3,48,-7,1,0,-2,75,1,2,1,72,RIS_1
73,298,23,83,20,1,0,89,7,6,4,10,3,51,0,1,0,4,-8,9,2,1,30,RIS_1
80,80,29,103,28,0,0,100,-7,7,8,7,0,25,-7,0,1,0,24,13,-8,3,28,RIS_1
65,152,11,89,24,1,0,95,31,6,2,16,0,19,-7,0,0,12,91,3,2,0,51,RIS_1
73,176,4,100,19,1,0,94,19,4,5,39,1,23,-7,2,1,20,44,1,5,1,66,RIS_1
82,1,1,42,29,0,0,100,-7,7,8,17,3,43,0,1,1,8,53,13,2,1,81,RIS_1
67,283,1,105,23,0,0,97,66,6,6,22,3,52,4,2,0,23,-8,5,3,0,82,RIS_1
88,153,10,63,24,0,1,96,56,6,6,67,1,33,4,0,3,9,64,5,4,1,84,RIS_1
60,162,3,84,60,0,0,97,61,6,6,31,6,30,2,1,3,56,86,6,2,0,72,RIS_1
65,176,16,85,18,1,0,95,15,6,5,13,0,34,6,0,0,1,-7,5,2,1,37,RIS_1
66,165,4,67,29,1,0,88,42,6,5,6,0,33,-7,0,0,54,-8,8,-8,1,77,RIS_1
89,183,29,41,14,0,0,100,-7,7,8,47,2,39,-7,1,1,2,12,4,3,1,64,RIS_1
91,167,2,48,27,0,0,100,-7,7,8,29,2,34,1,1,3,0,57,5,2,2,44,RIS_1
71,225,2,83,43,0,0,95,-7,7,6,9,2,21,0,5,2,16,43,6,2,0,90,RIS_1
88,398,10,72,32,0,0,100,18,6,6,20,2,23,-7,1,1,0,49,2,2,2,69,RIS_1
66,150,10,54,46,0,2,93,3,6,6,16,3,22,-7,0,0,4,-8,7,2,0,78,RIS_1
70,165,9,50,31,0,0,94,10,6,6,34,2,24,0,1,2,18,-7,1,8,1,50,RIS_1
88,200,11,90,21,0,0,100,-7,7,8,26,6,23,8,0,1,20,98,3,4,0,78,RIS_1
88,56,53,38,16,0,0,100,-7,7,8,17,4,45,-7,1,1,-3,94,2,2,1,50,RIS_1
93,154,73,23,14,0,0,100,-7,7,8,20,2,19,-7,1,1,0,96,2,2,3,6,RIS_1
83,199,5,82,18,0,0,100,-7,7,8,10,0,40,10,0,0,8,32,4,3,-8,66,RIS_1
83,272,20,70,31,0,0,90,-7,6,6,35,3,19,-7,1,3,17,-8,9,3,3,90,RIS_1
84,71,69,43,7,0,0,100,-7,7,8,11,1,56,0,1,0,1,-9,3,2,1,80,RIS_1
65,330,14,73,14,1,0,93,36,6,5,29,1,66,-7,2,3,1,89,3,3,0,37,RIS_1
87,146,5,40,60,0,0,100,-7,7,8,26,1,36,20,1,1,65,96,3,2,6,71,RIS_1
73,296,7,45,30,0,0,93,21,6,5,31,5,44,-7,0,0,45,-7,3,5,1,50,RIS_1
89,195,6,69,17,0,0,100,-7,7,8,9,1,26,-7,1,2,10,76,2,2,0,57,RIS_1
69,213,1,59,44,0,0,96,23,6,6,19,4,29,0,5,4,19,48,11,3,0,70,RIS_1
78,156,8,94,23,0,0,100,-7,6,8,31,4,47,0,1,1,25,70,7,-8,2,57,RIS_1
73,280,29,70,13,0,0,95,-7,4,8,21,0,44,14,0,0,0,-9,3,-8,5,77,RIS_1
72,114,12,105,23,0,0,100,-7,5,8,14,1,34,0,1,3,2,-8,1,2,0,36,RIS_1
88,69,67,100,33,0,0,100,-7,7,8,20,1,28,-7,1,5,22,-6,2,2,0,39,RIS_1
61,184,16,102,33,1,1,92,21,6,5,13,0,23,-7,0,0,-1,54,0,2,1,99,RIS_1
87,163,7,63,32,0,0,100,-6,7,8,23,3,42,19,1,1,3,-8,2,2,-8,72,RIS_1
74,256,2,47,23,0,0,100,-7,7,8,34,1,37,-7,1,1,2,18,9,3,0,68,RIS_1
74,195,2,100,33,0,0,100,-6,7,8,29,3,37,11,2,1,7,11,5,2,0,79,RIS_1
88,169,9,57,17,0,0,100,-7,7,8,6,0,28,-8,1,1,2,17,4,3,0,42,RIS_1
82,95,31,88,17,0,0,100,-7,7,8,4,0,27,11,1,0,32,-9,2,-8,0,34,RIS_1
76,66,0,143,26,0,0,100,-6,7,8,23,1,29,-7,2,1,66,76,4,2,0,38,RIS_1
70,234,26,81,14,0,0,100,34,6,6,35,0,26,13,3,1,38,84,12,3,2,61,RIS_1
80,180,4,61,9,0,0,100,-7,7,8,0,4,34,17,1,4,-1,96,2,-8,0,75,RIS_1
74,185,3,120,10,1,0,100,-7,7,8,13,1,22,2,1,1,9,73,3,2,0,67,RIS_1
58,244,3,92,69,0,0,71,18,6,6,27,3,42,0,2,0,22,69,9,2,0,67,RIS_1
87,268,13,96,24,0,0,100,-7,7,8,29,2,44,2,1,2,9,-6,4,1,0,31,RIS_1
86,78,8,47,40,0,0,100,-7,7,8,31,3,10,-7,1,1,-3,89,3,2,1,25,RIS_1
88,123,2,76,34,0,0,100,-7,7,8,14,3,48,0,1,2,1,51,7,2,0,55,RIS_1
69,121,1,51,41,0,0,100,21,4,6,25,4,30,0,1,1,17,77,4,4,0,44,RIS_1
90,196,27,43,31,0,0,100,-7,7,8,21,1,12,-7,1,1,22,58,2,2,0,11,RIS_1
72,194,7,52,18,0,0,97,47,6,8,59,4,23,-7,0,2,31,46,4,2,1,82,RIS_1
88,245,7,74,28,0,0,100,-7,7,8,23,3,52,5,2,1,-2,-8,2,2,1,34,RIS_1
90,62,3,51,22,0,0,100,-6,7,8,21,3,55,-8,1,1,1,91,2,2,1,-7,RIS_1
67,215,1,94,51,0,0,91,-7,6,6,31,2,35,0,3,1,19,60,4,4,1,82,RIS_1
87,88,5,40,17,0,0,100,-7,7,8,26,1,24,0,2,4,46,44,3,2,0,76,RIS_1
89,182,4,73,24,0,0,100,-7,7,8,61,1,12,2,1,2,50,52,3,3,0,37,RIS_1
85,243,2,82,4,0,0,100,-7,7,8,29,1,19,-7,1,3,0,12,4,2,-8,79,RIS_1
89,45,11,78,24,0,0,100,-6,7,8,32,3,16,16,1,1,-7,-9,2,2,0,39,RIS_1
88,178,2,69,28,0,0,100,-6,7,8,28,3,46,0,1,1,16,41,4,2,1,75,RIS_1
86,188,32,93,17,0,0,100,-7,7,8,22,0,15,0,1,2,0,3,3,2,0,48,RIS_1
89,217,7,82,39,0,0,100,-7,7,8,19,4,32,-7,4,2,6,74,1,3,4,100,RIS_1
80,424,4,57,21,0,0,96,-7,6,6,54,1,45,-7,2,6,11,42,3,2,0,80,RIS_1
90,177,1,55,30,0,0,100,-6,7,6,23,4,58,-7,1,1,4,67,4,2,1,86,RIS_1
80,236,4,67,24,0,0,100,-7,7,8,23,2,38,0,2,4,10,47,3,3,2,71,RIS_1
84,298,5,72,23,0,0,100,-7,4,8,21,3,40,-7,1,1,-1,61,2,2,0,75,RIS_1
60,98,22,186,15,0,0,100,-7,7,6,29,3,16,-7,1,1,41,16,1,1,0,37,RIS_1
73,213,7,71,33,0,0,100,-7,5,8,22,0,61,-7,0,0,-1,11,1,2,1,68,RIS_1
84,186,9,42,32,0,0,100,-7,7,8,8,3,34,-7,1,1,2,91,3,2,2,77,RIS_1
63,173,3,43,36,1,1,95,8,6,2,26,1,44,0,2,0,10,-8,5,2,1,68,RIS_1
81,303,0,45,29,0,0,100,-7,7,6,29,3,26,-7,1,2,57,52,12,2,0,73,RIS_1
