ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
84,357,21,107,23,0,0,96,-7,6,8,9,0,15,0,2,2,1,-7,0,1,0,28,RIS_1
79,185,3,53,28,1,0,94,15,6,6,29,3,39,0,1,0,2,93,1,3,0,33,RIS_1
76,422,14,99,25,0,0,100,-7,7,8,19,0,53,0,0,0,43,75,5,3,2,85,RIS_1
80,339,1,129,35,1,0,95,65,6,6,63,1,10,0,2,2,4,-9,5,2,0,50,RIS_1
75,161,0,82,45,0,0,96,75,6,6,42,3,19,0,3,3,14,99,5,2,1,49,RIS_1
71,432,1,84,41,1,0,94,5,4,5,30,3,24,0,3,3,6,-8,4,1,0,38,RIS_1
80,538,5,108,50,0,0,100,-7,6,8,59,2,21,8,0,0,0,-7,6,2,0,37,RIS_1
76,287,23,95,23,0,0,100,-8,6,6,33,0,51,0,3,3,24,36,2,2,0,72,RIS_1
91,223,7,118,24,0,0,100,-7,7,8,29,2,21,0,0,0,29,-6,6,1,1,62,RIS_1
75,215,4,80,27,0,0,100,-7,7,8,37,2,33,0,1,0,36,77,5,3,1,86,RIS_1
63,330,49,156,8,2,1,90,57,6,2,10,0,1,0,1,1,29,-7,4,1,0,31,RIS_1
81,407,68,135,11,0,0,100,-7,6,8,14,0,17,-8,0,0,18,-9,4,-8,1,55,RIS_1
85,184,7,65,9,0,0,100,-7,7,8,18,1,41,0,2,2,1,93,1,2,0,71,RIS_1
81,77,7,69,16,0,0,100,-7,7,8,10,1,19,0,1,1,2,-9,3,1,1,74,RIS_1
85,167,3,55,16,0,0,100,-7,7,8,27,1,35,0,3,3,22,75,3,2,1,40,RIS_1
82,148,7,70,14,0,0,100,-7,7,8,8,1,100,0,1,1,-4,76,-9,4,-8,100,RIS_1
72,287,7,109,37,0,0,95,12,6,6,63,1,23,19,0,0,51,53,9,2,2,40,RIS_1
84,181,8,87,35,0,0,96,-7,6,6,29,1,24,19,0,0,5,77,4,3,0,48,RIS_1
77,200,29,86,20,0,0,100,-7,7,8,16,0,47,0,1,1,25,87,2,4,0,98,RIS_1
73,314,1,123,31,3,2,95,9,6,2,54,2,37,0,1,1,15,82,6,4,0,50,RIS_1
78,166,2,94,27,1,1,95,47,6,5,44,2,35,0,2,2,13,95,4,3,0,48,RIS_1
69,156,1,87,34,0,0,100,-7,7,8,49,3,20,0,1,1,47,80,8,2,2,55,RIS_1
75,370,13,178,33,1,1,100,-8,6,8,49,0,42,0,0,0,81,34,9,3,6,89,RIS_1
71,221,3,76,20,3,2,88,15,0,2,36,2,36,14,0,0,7,77,3,4,0,70,RIS_1
80,197,13,102,16,0,0,95,9,4,6,17,0,16,0,0,0,-2,-8,1,1,0,26,RIS_1
83,129,13,84,13,1,0,89,9,4,5,20,0,62,19,0,0,0,73,0,2,-8,48,RIS_1
88,162,5,99,16,0,0,100,-6,7,8,24,1,18,14,0,0,1,-7,2,1,0,30,RIS_1
88,248,13,106,20,0,0,100,-7,7,8,41,0,41,0,0,0,3,49,1,3,0,81,RIS_1
77,327,11,119,21,0,0,96,-7,6,6,23,0,24,17,0,0,48,-6,5,1,2,67,RIS_1
67,185,2,90,46,0,0,96,-7,6,7,55,2,46,0,1,1,15,63,5,4,1,81,RIS_1
80,242,4,103,25,0,0,100,-7,7,8,15,2,13,0,1,1,37,-9,6,1,0,78,RIS_1
73,181,8,100,25,0,0,100,-7,7,8,26,0,62,0,1,1,60,77,6,4,2,83,RIS_1
64,443,14,133,19,1,1,91,26,6,5,26,0,46,17,0,0,79,12,5,2,1,79,RIS_1
74,204,1,69,36,0,0,100,-8,7,8,26,3,17,0,3,3,47,-6,6,2,2,90,RIS_1
82,151,10,113,22,1,0,100,-7,6,8,25,1,60,0,2,2,1,60,1,2,0,77,RIS_1
78,203,8,94,21,0,0,100,-7,7,8,21,1,45,0,1,1,-1,82,3,3,0,79,RIS_1
73,173,3,65,46,0,0,100,-7,7,8,47,6,61,0,1,1,34,95,6,4,1,79,RIS_1
80,272,17,99,28,1,1,95,31,6,5,43,0,53,0,1,1,12,84,1,4,0,64,RIS_1
70,181,2,93,27,0,0,96,21,6,6,31,1,49,0,2,2,-4,71,2,3,0,50,RIS_1
67,189,4,77,29,0,0,94,21,6,6,20,3,22,0,3,3,12,-6,2,2,0,46,RIS_1
75,501,12,121,39,0,0,97,24,6,6,37,1,21,0,2,1,5,-7,5,1,1,46,RIS_1
83,219,1,79,36,0,0,100,-7,7,8,55,2,29,1,4,4,1,84,6,2,0,33,RIS_1
80,167,3,72,37,0,0,100,-7,7,8,29,2,25,0,2,2,21,71,5,4,1,51,RIS_1
75,227,9,87,39,0,0,95,-7,6,6,39,1,16,0,1,1,19,-8,5,1,0,34,RIS_1
82,188,7,98,18,0,0,100,-7,7,8,29,1,17,9,0,0,12,-9,3,2,0,35,RIS_1
88,143,15,112,16,0,0,100,-7,6,8,18,1,47,0,1,1,3,-7,0,1,0,46,RIS_1
69,139,2,55,21,0,0,100,-7,7,8,20,5,21,0,2,1,25,84,6,2,1,54,RIS_1
59,359,15,80,43,1,1,96,12,6,6,43,1,10,0,0,0,68,-7,13,2,4,75,RIS_1
83,365,19,80,20,0,0,100,-7,7,8,56,0,10,0,0,0,13,-9,3,1,0,26,RIS_1
76,528,10,116,14,1,1,94,67,6,2,16,0,12,0,1,1,38,-9,5,1,0,61,RIS_1
67,343,4,113,26,3,2,81,5,0,2,35,2,19,0,1,1,25,-8,5,1,1,49,RIS_1
87,31,4,73,12,0,0,100,-7,7,8,3,1,7,0,2,2,11,-7,3,-8,0,45,RIS_1
87,575,6,120,43,0,0,100,-7,6,7,61,1,20,16,0,0,-3,-9,6,1,0,28,RIS_1
61,164,7,99,19,4,1,89,27,6,2,33,2,31,0,1,1,32,94,5,2,0,77,RIS_1
72,281,12,86,36,0,0,98,25,6,6,31,1,26,0,2,2,36,-9,8,1,2,29,RIS_1
75,379,4,120,18,1,1,92,10,6,2,32,1,26,0,0,0,29,-9,5,1,0,29,RIS_1
73,286,10,80,45,0,0,97,16,6,6,52,1,31,0,1,1,2,75,5,4,1,57,RIS_1
88,179,4,69,12,0,0,100,-7,7,8,17,1,29,0,2,2,6,-8,0,2,0,40,RIS_1
74,184,2,105,51,0,0,95,9,4,6,62,6,18,0,2,2,5,94,8,3,0,32,RIS_1
76,199,4,63,13,0,1,100,-7,7,8,7,1,48,0,2,2,22,94,2,2,0,88,RIS_1
84,190,7,92,18,1,1,92,21,6,5,15,1,42,0,0,0,-1,86,1,2,0,29,RIS_1
68,191,1,74,38,0,0,100,-7,7,8,30,4,53,0,4,7,50,84,5,5,1,79,RIS_1
85,138,7,72,21,0,0,100,-7,7,8,22,1,23,0,1,1,3,-8,2,1,0,31,RIS_1
70,99,8,74,16,0,0,100,-7,7,8,12,1,48,-8,0,0,100,76,3,3,1,100,RIS_1
76,205,10,89,20,0,0,100,-7,6,6,15,1,38,14,0,0,42,87,3,2,0,79,RIS_1
72,450,4,109,68,0,0,96,13,6,6,36,3,21,8,0,0,8,-7,8,1,0,32,RIS_1
83,379,9,78,34,0,0,100,-7,7,8,28,1,19,0,1,1,13,-8,5,1,0,33,RIS_1
85,220,8,80,28,0,0,100,-6,7,8,20,1,26,18,0,0,12,70,3,2,0,33,RIS_1
66,209,4,88,18,3,2,93,5,0,2,38,3,22,9,0,0,1,87,4,2,0,52,RIS_1
