synindex,RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
243,RIS_1,79,166,7,83,28,0,0,100,-7,7,8,42,3,29,0,1,1,23,83,5,4,0,70
244,RIS_1,81,200,20,75,14,0,0,92,33,6,6,14,0,52,16,0,0,3,56,2,3,-8,82
245,RIS_0,72,85,1,43,13,0,0,100,-7,7,8,14,2,26,-7,0,0,60,72,3,3,0,87
246,RIS_0,69,225,1,71,22,0,0,95,2,4,6,24,3,51,0,3,3,43,73,4,3,1,66
247,RIS_0,57,170,0,72,0,7,6,74,35,6,5,8,2,49,0,3,3,-1,-8,-1,1,0,66
248,RIS_0,63,70,4,40,5,0,0,56,4,4,6,6,2,42,0,0,0,-1,77,-1,2,-8,59
249,RIS_1,78,210,5,89,22,0,0,100,-7,7,8,25,2,45,0,1,1,15,65,3,2,0,72
250,RIS_1,85,290,8,112,28,0,0,100,-7,7,8,30,1,38,0,0,0,10,70,4,1,0,80
251,RIS_1,72,145,3,75,19,1,0,92,5,3,5,20,3,40,2,2,2,8,60,3,2,0,50
252,RIS_1,88,320,10,125,27,0,0,100,-7,7,8,28,1,30,0,2,2,12,50,2,3,1,55
253,RIS_1,65,250,2,82,32,1,0,85,6,4,2,34,3,35,0,1,1,35,45,7,3,3,60
254,RIS_1,89,300,12,110,18,0,0,100,-7,7,8,18,2,55,0,1,1,6,-7,2,2,0,65
255,RIS_1,84,370,6,150,25,0,0,100,-7,7,8,28,1,15,14,0,0,11,-7,7,1,0,74
256,RIS_1,58,130,4,65,24,2,2,70,3,4,4,30,3,60,0,1,1,7,85,2,4,0,85
257,RIS_1,76,135,1,68,19,0,0,88,8,4,6,20,2,22,-6,2,2,6,85,2,2,0,45
258,RIS_1,83,230,35,130,16,0,0,86,11,6,6,16,0,21,3,1,1,2,-7,1,2,0,52
259,RIS_0,70,170,3,85,33,2,1,88,4,0,5,32,2,15,2,1,1,15,30,10,3,0,65
260,RIS_0,75,150,2,72,21,1,0,90,14,6,5,24,4,47,4,1,1,10,60,3,5,0,66
261,RIS_0,74,70,4,49,16,0,0,88,13,6,6,4,3,27,0,1,1,9,-7,2,1,0,37
262,RIS_0,79,160,7,83,28,0,0,100,-7,7,8,42,3,31,0,1,1,23,80,5,4,0,70
263,RIS_0,81,195,20,75,16,0,0,92,31,6,6,16,0,52,14,0,0,5,55,2,3,-7,82
264,RIS_0,72,75,1,41,15,0,0,100,-7,7,8,16,2,26,-7,0,0,60,70,4,3,0,87
265,RIS_0,67,220,3,69,24,0,0,95,2,4,6,26,3,51,0,2,2,43,70,5,3,1,66
266,RIS_0,57,160,2,70,2,5,4,74,33,6,5,10,2,49,0,2,2,1,-7,0,1,0,66
267,RIS_0,63,60,4,38,7,0,0,56,4,4,6,8,2,42,0,0,0,1,75,0,2,-7,59
268,RIS_0,73,155,68,105,10,2,2,100,-7,0,8,12,0,1,0,0,0,4,-7,1,-7,0,12
269,RIS_1,78,210,5,89,25,0,0,95,12,6,6,25,2,45,3,1,1,15,65,3,2,0,60
270,RIS_1,85,300,8,120,30,0,0,100,-7,7,8,30,1,50,0,0,0,10,70,4,1,0,75
271,RIS_1,65,150,2,75,20,1,0,90,5,3,5,20,3,40,2,2,2,20,50,5,3,0,55
272,RIS_1,88,350,10,130,28,0,0,100,-7,7,8,28,1,30,0,1,1,12,55,2,2,1,65
273,RIS_1,70,250,1,80,35,1,0,85,8,4,2,35,3,35,0,1,1,30,45,7,3,3,60
274,RIS_1,89,310,12,110,18,0,0,100,-7,7,8,18,2,55,0,2,2,6,-7,2,2,0,70
275,RIS_1,84,375,6,150,25,0,0,100,-7,7,8,28,1,15,14,0,0,11,-7,7,1,0,80
276,RIS_1,58,120,4,60,22,2,2,70,3,4,4,28,3,60,0,1,1,7,85,2,4,0,85
277,RIS_1,75,125,3,65,17,0,0,88,10,4,6,18,2,20,-7,2,2,4,85,2,2,0,45
278,RIS_1,83,215,36,130,14,0,0,86,13,6,6,14,0,25,5,1,1,2,-7,1,2,0,55
279,RIS_1,67,170,5,85,33,2,1,88,4,0,5,32,2,15,4,1,1,15,30,10,3,0,70
280,RIS_1,76,150,2,70,19,1,0,90,16,6,5,22,4,45,6,1,1,10,60,3,5,0,70
281,RIS_1,72,70,4,45,14,0,0,88,15,6,6,2,3,25,2,1,1,9,-7,2,1,0,40
282,RIS_1,79,160,9,80,28,0,0,100,-7,7,8,42,3,35,0,1,1,23,80,5,4,0,75
283,RIS_1,81,195,20,75,14,0,0,92,33,6,6,14,0,50,16,0,0,3,55,2,3,-7,85
284,RIS_0,74,75,3,40,13,0,0,100,-7,7,8,14,2,25,-7,0,0,60,70,3,3,0,90
285,RIS_0,69,220,3,65,22,0,0,95,2,4,6,24,3,50,0,4,4,45,70,4,3,1,70
286,RIS_0,57,160,2,70,2,5,4,70,35,6,5,8,2,45,0,4,4,1,-7,0,1,0,70
287,RIS_0,63,60,6,35,5,0,0,55,4,4,6,6,2,40,0,1,1,1,75,0,2,-7,65
288,RIS_1,78,210,5,85,25,0,0,95,-7,7,8,25,2,45,0,1,1,15,65,3,2,0,70
289,RIS_1,85,300,8,120,20,0,0,100,-7,7,8,20,1,50,0,0,0,10,70,2,1,0,60
290,RIS_1,72,150,3,70,18,1,0,90,5,3,5,18,3,40,2,2,2,20,60,4,2,0,55
291,RIS_1,88,350,10,130,30,0,0,100,-7,7,8,30,1,30,0,0,0,12,75,3,1,0,65
292,RIS_1,65,250,2,80,22,1,0,85,6,4,3,22,4,35,1,1,1,25,50,5,3,0,58
293,RIS_1,90,310,12,110,19,0,0,100,-7,7,8,19,2,55,0,1,1,8,-8,3,2,0,68
294,RIS_1,84,370,6,150,28,0,0,100,-7,7,8,28,1,15,14,0,0,14,-8,7,1,0,72
295,RIS_1,58,120,4,60,24,2,1,75,3,4,4,24,3,60,0,2,2,10,85,3,4,0,80
296,RIS_1,76,130,1,65,19,0,0,88,8,4,6,19,2,22,-7,1,1,6,82,3,2,0,46
297,RIS_1,83,230,35,130,16,0,0,86,11,6,6,16,0,18,3,0,0,2,-8,2,2,0,52
298,RIS_0,74,170,3,80,15,1,1,88,4,0,5,15,2,20,2,0,0,20,35,10,3,0,65
299,RIS_0,75,155,2,72,21,1,0,90,14,6,5,21,3,45,4,0,0,12,60,4,5,0,66
300,RIS_0,71,70,4,48,14,0,0,88,13,6,6,14,2,25,0,0,0,9,-8,3,1,0,40
301,RIS_0,79,165,7,82,30,0,0,100,-7,7,8,30,2,28,0,0,0,22,80,5,3,0,70
302,RIS_0,81,200,20,75,16,0,0,92,30,6,6,16,0,50,14,0,0,5,55,3,3,-8,80
303,RIS_0,70,75,1,40,13,0,0,100,-7,7,8,13,1,25,-8,0,0,60,70,5,2,0,85
304,RIS_0,67,220,3,68,22,0,0,95,2,4,6,22,2,50,0,2,2,42,72,6,2,1,65
305,RIS_0,57,160,2,70,12,5,4,70,33,6,5,12,1,48,0,2,2,2,-8,1,1,0,65
306,RIS_0,60,65,4,38,7,0,0,55,4,4,6,7,1,40,0,0,0,1,75,1,2,-8,58
307,RIS_1,78,210,5,85,22,0,0,100,-7,7,8,25,2,45,0,1,1,15,65,3,2,0,72
308,RIS_1,85,290,8,120,30,0,0,100,-7,7,8,32,1,50,0,0,0,10,70,4,1,0,80
309,RIS_1,72,150,2,70,18,1,0,92,5,3,5,20,3,40,2,2,2,8,60,3,2,0,55
310,RIS_1,88,320,10,130,25,0,0,100,-7,7,8,28,1,30,0,2,2,12,50,2,3,1,60
311,RIS_1,65,250,1,80,32,1,0,85,6,4,2,34,3,35,0,1,1,35,45,7,3,3,58
312,RIS_1,89,300,12,110,16,0,0,100,-7,7,8,18,2,55,0,1,1,6,-7,2,2,0,68
313,RIS_1,84,370,6,150,25,0,0,100,-7,7,8,30,1,15,14,0,0,11,-7,7,1,0,76
314,RIS_1,58,120,4,60,22,2,2,70,3,4,4,28,3,60,0,1,1,7,85,2,4,0,85
315,RIS_1,75,125,1,65,17,0,0,88,8,4,6,18,2,20,-6,2,2,4,85,2,2,0,45
316,RIS_1,83,215,35,130,14,0,0,86,11,6,6,14,0,25,3,1,1,2,-7,1,2,0,55
317,RIS_1,67,170,3,85,33,2,1,88,4,0,5,32,2,15,2,1,1,15,30,10,3,0,68
318,RIS_1,76,150,0,70,19,1,0,90,14,6,5,22,4,45,4,1,1,10,60,3,5,0,68
319,RIS_1,74,70,2,45,14,0,0,88,13,6,6,2,3,25,0,1,1,9,-7,2,1,0,40
320,RIS_1,79,160,7,80,28,0,0,100,-7,7,8,42,3,35,0,1,1,23,80,5,4,0,72
321,RIS_1,81,195,20,75,14,0,0,92,30,6,6,14,0,50,14,0,0,3,55,2,3,-7,84
322,RIS_0,72,75,1,40,13,0,0,100,-7,7,8,14,2,25,-7,0,0,60,70,3,3,0,87
323,RIS_0,67,220,1,65,22,0,0,95,2,4,6,24,3,50,0,2,2,43,70,4,3,1,68
324,RIS_0,57,160,0,70,0,5,4,70,33,6,5,8,2,45,0,2,2,-1,-7,0,1,0,68
325,RIS_0,63,60,4,35,5,0,0,55,4,4,6,6,2,40,0,0,0,-1,75,0,2,-7,65
326,RIS_1,78,210,5,89,25,0,0,95,12,6,6,25,2,45,3,1,1,15,65,3,2,0,60
327,RIS_1,85,300,8,120,30,0,0,100,-7,7,8,30,1,50,0,0,0,10,70,4,1,0,75
328,RIS_1,65,150,2,70,20,1,0,90,5,3,5,20,3,40,2,2,2,20,50,5,3,0,55
329,RIS_1,90,350,10,130,35,0,0,100,-7,7,8,35,1,30,0,1,1,5,80,2,1,0,80
330,RIS_1,70,250,1,80,28,1,0,85,8,4,4,28,3,35,1,1,1,30,45,7,2,2,65
331,RIS_1,88,310,12,110,18,0,0,100,-7,7,8,18,2,55,0,2,2,7,-8,3,2,0,70
332,RIS_1,84,375,6,150,25,0,0,100,-7,7,8,28,1,15,14,0,0,13,-8,7,1,0,72
333,RIS_1,58,130,4,65,22,2,1,75,3,4,4,28,3,60,0,1,1,9,85,3,4,0,85
334,RIS_1,76,135,3,68,19,0,0,90,10,5,6,20,2,25,-7,3,3,6,87,3,2,0,45
335,RIS_1,83,225,35,130,16,0,0,88,11,6,6,16,0,22,5,1,1,2,-8,2,2,0,52
336,RIS_1,67,180,5,85,33,2,1,90,4,1,5,32,2,15,4,1,1,17,35,10,3,0,68
337,RIS_1,79,160,2,74,21,1,0,92,16,6,5,24,4,50,6,1,1,12,65,4,5,0,68
338,RIS_1,75,80,4,52,16,0,0,90,15,6,6,4,3,30,2,1,1,11,-8,3,1,0,40
339,RIS_1,80,170,9,85,30,0,0,100,-7,7,8,44,3,35,0,1,1,25,85,7,4,0,72
340,RIS_1,81,200,20,75,16,0,0,94,33,6,6,16,0,55,16,0,0,5,58,3,3,-8,84
341,RIS_0,74,85,3,43,15,0,0,100,-7,7,8,16,2,28,-8,0,0,62,74,5,3,0,89
342,RIS_0,69,230,3,71,24,0,0,97,2,4,6,26,3,53,0,4,4,45,75,6,3,1,68
343,RIS_0,57,170,2,72,2,7,6,76,35,6,5,10,2,51,0,4,4,1,-8,1,1,0,68
344,RIS_0,63,70,6,40,7,0,0,58,4,4,6,8,2,44,0,1,1,1,79,1,2,-8,61
345,RIS_1,78,210,5,89,25,0,0,95,12,6,6,25,2,45,3,1,1,15,65,3,2,0,60
346,RIS_1,85,320,8,110,30,0,0,100,-7,7,8,30,1,50,0,0,0,10,70,4,1,0,75
347,RIS_1,72,150,2,70,20,1,0,90,8,4,5,20,3,40,2,2,2,20,60,3,3,0,55
348,RIS_1,88,340,10,120,28,0,0,100,-7,7,8,28,1,30,0,1,1,12,50,2,2,1,65
349,RIS_1,65,250,1,80,32,1,0,85,6,3,2,32,3,35,0,1,1,35,45,7,3,3,58
350,RIS_1,89,310,12,105,16,0,0,100,-7,7,8,16,2,55,0,2,2,6,-7,2,2,0,68
351,RIS_1,84,370,6,150,25,0,0,100,-7,7,8,28,1,15,14,0,0,11,-7,7,1,0,74
352,RIS_1,58,120,4,60,22,2,2,70,1,3,3,28,3,60,0,1,1,7,85,2,4,0,85
353,RIS_1,75,125,1,65,17,0,0,88,8,3,5,18,2,20,-6,2,2,4,85,2,2,0,45
354,RIS_1,83,215,36,130,14,0,0,86,11,5,5,14,0,19,3,1,1,0,-7,1,2,0,49
355,RIS_1,67,170,3,85,33,2,1,88,2,0,4,32,2,13,2,1,1,15,30,10,3,0,66
356,RIS_1,76,150,0,70,19,1,0,90,14,5,4,22,4,47,4,1,1,10,60,3,5,0,66
357,RIS_1,74,70,2,45,14,0,0,88,13,5,5,2,3,27,0,1,1,9,-7,2,1,0,37
358,RIS_1,79,160,7,80,28,0,0,100,-7,7,8,42,3,29,0,1,1,23,80,5,4,0,70
359,RIS_1,81,195,20,75,14,0,0,92,31,5,5,14,0,52,14,0,0,3,55,2,3,-7,82
360,RIS_0,74,75,1,40,13,0,0,100,-7,7,8,14,2,26,-7,0,0,60,70,4,3,0,87
361,RIS_0,69,220,1,65,22,0,0,95,0,3,5,24,3,51,0,2,2,43,70,5,3,1,66
362,RIS_0,57,160,0,70,0,5,4,70,33,5,4,8,2,49,0,2,2,-1,-7,0,1,0,66
363,RIS_0,63,60,4,35,5,0,0,55,2,3,5,6,2,42,0,0,0,-1,75,0,2,-7,59
364,RIS_1,78,210,5,85,25,0,0,95,12,6,6,25,2,45,4,1,1,15,65,3,2,0,60
365,RIS_1,85,300,8,120,30,0,0,100,-7,7,8,30,1,50,0,0,0,10,70,4,1,0,75
366,RIS_1,65,150,2,70,20,1,0,90,5,3,5,20,3,40,2,2,2,20,50,5,3,0,55
367,RIS_1,88,320,10,130,28,0,0,100,-7,7,8,28,1,30,0,2,2,12,60,2,2,1,65
368,RIS_1,70,250,3,80,22,1,0,88,8,4,4,22,4,35,1,1,1,25,55,6,2,2,58
369,RIS_1,82,280,6,110,26,0,0,100,-7,7,8,26,2,55,0,1,1,8,75,3,1,0,70
370,RIS_1,84,350,9,140,27,0,0,100,-7,7,8,27,1,20,10,0,0,14,80,7,1,0,80
371,RIS_1,60,130,4,65,24,2,1,75,3,4,4,24,3,60,0,1,1,10,85,3,3,0,85
372,RIS_1,72,140,1,68,19,0,0,92,10,5,7,19,2,25,-7,2,2,6,90,2,2,0,45
373,RIS_1,80,230,35,125,16,0,0,90,11,5,5,16,0,22,3,1,1,2,85,1,2,0,52
374,RIS_1,67,180,5,88,35,1,1,90,4,1,6,34,2,15,2,1,1,18,40,10,3,0,68
375,RIS_1,76,170,2,74,21,1,0,93,14,5,5,22,4,45,4,1,1,12,70,4,4,0,65
376,RIS_1,75,90,4,55,16,0,0,90,13,5,5,4,3,30,2,1,1,11,85,3,1,0,40
377,RIS_1,79,175,9,86,30,0,0,100,-7,7,8,44,3,35,0,1,1,26,80,5,4,0,72
378,RIS_1,81,205,20,78,16,0,0,94,30,5,5,16,0,50,12,0,0,5,60,3,3,-8,82
379,RIS_0,74,85,3,45,15,0,0,100,-7,7,8,16,2,28,-8,0,0,60,75,5,3,0,87
380,RIS_0,69,230,3,72,24,0,0,97,2,5,7,26,3,53,0,2,2,45,75,6,3,1,68
381,RIS_0,58,170,2,73,2,5,4,78,33,5,5,10,2,52,0,2,2,1,85,1,1,0,68
382,RIS_0,64,70,6,42,7,0,0,60,4,5,7,8,2,45,0,0,0,1,80,1,2,-8,62
383,RIS_1,78,210,5,89,25,0,0,95,12,6,6,25,2,45,4,1,1,15,65,3,2,0,60
384,RIS_1,85,300,8,120,30,0,0,100,-7,7,8,30,1,50,0,0,0,10,70,4,1,0,75
385,RIS_1,72,150,3,75,20,1,0,90,8,4,5,20,3,40,2,2,2,20,60,5,3,0,65
386,RIS_1,88,320,10,110,28,0,0,100,-7,7,8,28,1,55,0,1,1,12,75,3,2,0,80
387,RIS_1,65,180,2,80,22,2,1,85,5,3,4,22,4,35,3,3,3,25,55,6,4,1,70
388,RIS_1,82,250,6,95,26,0,0,100,-7,7,8,26,2,60,0,2,2,18,80,4,3,0,85
389,RIS_1,70,140,4,70,18,1,0,92,10,5,5,18,2,38,1,1,1,22,58,3,2,0,62
390,RIS_1,86,290,7,105,27,0,0,100,-7,7,8,27,1,52,0,0,0,14,72,4,2,0,78
391,RIS_1,68,170,1,78,21,2,1,88,6,4,5,21,3,42,2,2,2,24,62,5,3,1,68
392,RIS_1,84,280,9,100,29,0,0,100,-7,7,8,29,1,58,0,1,1,16,78,3,2,0,82
393,RIS_1,74,160,5,72,19,1,0,93,9,5,5,19,2,44,1,1,1,21,64,4,3,0,66
394,RIS_1,87,310,11,115,31,0,0,100,-7,7,8,31,1,65,0,0,0,11,77,3,1,0,88
395,RIS_1,67,190,3,82,23,2,1,87,7,4,5,23,4,48,3,3,3,26,68,6,4,1,72
396,RIS_1,83,270,8,98,24,0,0,100,-7,7,8,24,2,56,0,2,2,17,74,4,3,0,84
397,RIS_0,71,130,2,65,16,1,1,85,15,6,6,16,3,30,-7,0,0,50,70,5,4,1,90
398,RIS_0,64,200,4,88,14,3,2,80,20,5,7,14,5,25,1,4,4,45,60,7,5,2,85
399,RIS_0,58,120,6,60,10,2,2,75,25,6,7,10,4,20,-7,2,2,55,55,6,3,1,80
400,RIS_0,69,230,7,92,17,1,1,90,18,5,6,17,3,35,0,3,3,40,65,5,4,2,88
401,RIS_0,62,110,1,58,12,4,3,70,30,7,8,12,6,15,-7,1,1,60,50,8,6,3,95
402,RIS_1,78,210,5,89,22,0,0,100,-7,7,8,25,2,45,0,1,1,15,65,3,2,0,72
403,RIS_1,85,290,8,120,28,0,0,100,-7,7,8,30,1,35,0,0,0,10,70,4,1,0,80
404,RIS_1,72,150,3,75,20,1,0,92,5,3,5,18,3,40,2,2,2,8,60,3,2,0,50
405,RIS_1,88,320,10,130,25,0,0,100,-7,7,8,27,1,30,0,2,2,12,55,2,3,1,55
406,RIS_1,65,250,2,80,32,1,0,85,6,4,2,34,3,33,0,1,1,35,50,7,3,3,60
407,RIS_1,89,300,12,110,18,0,0,100,-7,7,8,18,2,50,0,3,3,6,-7,2,2,0,65
408,RIS_1,84,370,8,150,27,0,0,100,-7,7,8,30,1,15,14,0,0,11,-7,7,1,0,74
409,RIS_1,58,130,6,65,24,2,2,75,3,4,4,30,3,60,0,1,1,7,85,2,4,0,85
410,RIS_1,75,135,3,70,19,0,0,90,8,4,6,20,2,22,-6,2,2,6,87,2,2,0,45
411,RIS_1,83,230,35,130,16,0,0,88,11,6,6,16,0,21,3,1,1,2,-7,1,2,0,52
412,RIS_1,67,180,5,85,33,2,1,90,4,0,5,32,2,15,2,1,1,15,35,10,3,0,68
413,RIS_1,76,160,2,75,21,1,0,92,14,6,5,24,4,47,4,1,1,10,65,3,5,0,68
414,RIS_1,74,80,4,55,16,0,0,90,13,6,6,4,3,29,0,1,1,9,-7,2,1,0,40
415,RIS_1,79,170,9,85,30,0,0,100,-7,7,8,44,3,31,0,1,1,23,85,5,4,0,72
416,RIS_1,81,200,20,75,16,0,0,94,30,6,6,16,0,54,14,0,0,5,58,2,3,-7,84
417,RIS_0,74,85,3,45,15,0,0,100,-7,7,8,16,2,28,-7,0,0,60,75,4,3,0,87
418,RIS_0,69,230,3,72,24,0,0,97,2,4,6,26,3,53,0,2,2,45,75,5,3,1,68
419,RIS_0,57,170,2,72,2,5,4,76,33,6,5,10,2,51,0,2,2,1,-7,0,1,0,68
420,RIS_0,63,70,6,40,7,0,0,58,4,4,6,8,2,44,0,0,0,1,77,0,2,-7,62
421,RIS_0,73,165,70,105,10,2,2,100,-7,0,8,12,0,1,0,0,0,4,-7,1,-7,0,12
422,RIS_1,78,210,5,89,25,0,0,95,-7,7,8,25,2,45,0,1,1,15,65,3,2,0,70
423,RIS_1,85,300,8,120,30,0,0,100,-7,7,8,30,1,50,0,0,0,10,70,4,1,0,75
424,RIS_1,65,150,3,75,20,1,0,90,5,3,5,20,3,40,2,2,2,20,50,5,3,0,60
425,RIS_1,88,350,10,130,28,0,0,100,-7,7,8,28,1,30,0,2,2,12,45,2,2,1,55
426,RIS_1,70,250,2,80,35,1,0,85,6,4,2,35,3,35,0,1,1,35,50,7,3,3,65
427,RIS_1,89,310,12,110,18,0,0,100,-7,7,8,18,2,55,0,1,1,6,-8,2,2,0,70
428,RIS_1,87,375,8,150,27,0,0,100,-7,7,8,30,1,15,14,0,0,11,-8,7,1,0,80
429,RIS_1,58,120,4,60,24,2,2,70,3,4,4,30,3,60,0,1,1,7,90,2,4,0,85
430,RIS_1,75,130,1,65,19,0,0,88,8,4,6,20,2,20,-7,2,2,4,90,2,2,0,45
431,RIS_1,83,225,35,130,16,0,0,86,11,6,6,16,0,25,3,1,1,2,-8,1,2,0,55
432,RIS_1,67,175,5,85,35,2,1,88,4,0,5,34,2,15,2,1,1,15,35,10,3,0,70
433,RIS_1,76,155,2,72,21,1,0,90,14,6,5,24,4,50,4,1,1,10,65,3,5,0,70
434,RIS_1,74,75,4,55,16,0,0,88,13,6,6,4,3,30,0,1,1,9,-8,2,1,0,40
435,RIS_1,79,170,7,85,30,0,0,100,-7,7,8,45,3,35,0,1,1,23,85,5,4,0,75
436,RIS_1,81,200,20,75,16,0,0,92,30,6,6,16,0,55,14,0,0,5,60,2,3,-8,85
437,RIS_0,72,85,3,45,15,0,0,100,-7,7,8,16,2,30,-7,0,0,60,75,4,3,0,90
438,RIS_0,69,225,3,75,24,0,0,95,2,4,6,26,3,55,0,2,2,45,75,5,3,1,70
439,RIS_0,57,170,2,70,2,5,4,70,35,6,5,10,2,55,0,2,2,1,-8,0,1,0,70
440,RIS_0,63,70,6,40,7,0,0,60,4,4,6,8,2,45,0,0,0,1,80,0,2,-8,65
441,RIS_1,78,210,5,89,25,0,0,95,12,6,6,25,2,45,3,1,1,15,65,3,2,0,60
442,RIS_1,85,300,8,120,30,0,0,100,-7,7,8,30,1,50,0,0,0,10,70,4,1,0,75
443,RIS_1,72,150,2,70,20,1,0,90,8,4,5,20,3,40,2,2,2,20,60,5,3,0,55
444,RIS_1,88,350,10,130,35,0,0,100,-7,7,8,35,1,30,0,1,1,12,50,2,2,1,65
445,RIS_1,65,250,1,80,30,1,0,85,7,4,2,30,3,35,0,1,1,35,45,7,3,3,60
446,RIS_1,89,310,12,110,18,0,0,100,-7,7,8,18,2,55,0,2,2,6,-7,2,2,0,70
447,RIS_1,84,375,6,150,25,0,0,100,-7,7,8,28,1,15,14,0,0,11,-7,7,1,0,80
448,RIS_1,58,120,4,60,22,2,2,70,2,4,4,28,3,60,0,1,1,7,85,2,4,0,85
449,RIS_1,75,125,1,65,17,0,0,88,10,4,6,18,2,20,-7,2,2,4,85,2,2,0,45
450,RIS_1,83,215,36,130,14,0,0,86,13,6,6,14,0,19,5,1,1,0,-7,1,2,0,55
451,RIS_1,67,170,3,85,33,2,1,88,4,0,5,32,2,13,4,1,1,15,30,10,3,0,70
452,RIS_1,76,150,0,70,19,1,0,90,16,6,5,22,4,45,6,1,1,10,60,3,5,0,70
453,RIS_1,74,70,2,45,14,0,0,88,15,6,6,2,3,25,2,1,1,9,-7,2,1,0,40
454,RIS_1,79,160,7,80,28,0,0,100,-7,7,8,42,3,25,0,1,1,23,80,5,4,0,75
455,RIS_1,81,195,20,75,14,0,0,92,33,6,6,14,0,50,16,0,0,3,55,2,3,-7,85
456,RIS_0,74,75,1,40,13,0,0,100,-7,7,8,14,2,25,-7,0,0,60,70,3,3,0,90
457,RIS_0,69,220,1,65,22,0,0,95,2,4,6,24,3,50,0,3,3,43,70,4,3,1,70
458,RIS_0,57,160,0,70,0,7,6,70,35,6,5,8,2,45,0,4,4,-1,-7,-1,1,0,70
459,RIS_0,63,60,4,35,5,0,0,55,4,4,6,6,2,40,0,0,0,-1,75,-1,2,-7,65
460,RIS_1,78,210,5,85,22,0,0,95,12,6,6,22,2,45,2,1,1,15,65,3,2,0,55
461,RIS_1,85,300,8,120,25,0,0,100,-7,7,8,25,1,60,0,0,0,10,70,4,1,0,75
462,RIS_1,70,150,3,70,20,1,0,90,5,3,5,20,3,40,1,2,2,20,50,5,2,0,60
463,RIS_1,88,350,10,130,30,0,0,100,-7,7,8,30,1,25,0,1,1,12,45,2,3,1,52
464,RIS_1,65,250,2,80,35,1,0,85,8,4,2,35,3,35,0,1,1,35,50,7,3,3,58
465,RIS_1,89,310,12,110,18,0,0,100,-7,7,8,18,2,50,0,2,2,6,-7,2,2,0,65
466,RIS_1,87,375,8,150,27,0,0,100,-7,7,8,30,1,15,14,0,0,13,-7,7,1,0,74
467,RIS_1,57,120,6,60,24,2,2,70,3,4,4,30,3,60,0,1,1,9,85,3,4,0,85
468,RIS_1,75,130,3,65,19,0,0,88,10,4,6,20,2,22,-7,2,2,6,85,3,2,0,45
469,RIS_1,83,225,35,130,16,0,0,86,11,6,6,16,0,21,3,1,1,2,-7,2,2,0,51
470,RIS_1,67,175,5,85,35,2,1,88,4,0,5,34,2,15,2,1,1,17,35,10,3,0,66
471,RIS_1,76,155,2,72,21,1,0,90,16,6,5,24,4,47,4,1,1,12,65,4,5,0,66
472,RIS_1,74,75,4,49,16,0,0,88,15,6,6,4,3,27,2,1,1,11,-7,3,1,0,39
473,RIS_1,79,170,7,83,30,0,0,100,-7,7,8,44,3,31,0,1,1,25,85,5,4,0,70
474,RIS_1,81,200,20,75,16,0,0,92,33,6,6,16,0,52,14,0,0,5,55,3,3,-7,82
475,RIS_0,72,85,3,43,15,0,0,100,-7,7,8,16,2,28,-7,0,0,60,70,5,3,0,87
476,RIS_0,67,225,3,71,24,0,0,95,2,4,6,26,3,51,0,4,4,45,75,6,3,1,66
477,RIS_0,57,170,2,70,2,5,4,74,35,6,5,10,2,49,0,4,4,1,-7,1,1,0,66
478,RIS_0,63,70,4,40,7,0,0,56,4,4,6,8,2,42,0,1,1,1,75,1,2,-7,59
479,RIS_1,78,210,5,85,25,0,0,95,12,6,6,25,2,45,3,1,1,15,60,3,2,0,65
480,RIS_1,85,300,8,120,30,0,0,100,-7,7,8,30,1,50,0,0,0,10,70,4,1,0,75
481,RIS_1,72,150,2,70,20,1,0,90,5,3,5,20,3,40,2,2,2,20,50,5,3,0,60
482,RIS_1,88,320,10,130,35,0,0,100,-7,7,8,35,1,30,0,1,1,12,55,2,2,0,70
483,RIS_1,65,200,1,80,15,2,1,85,8,4,4,15,4,35,1,3,3,25,45,6,4,1,55
484,RIS_1,90,350,12,140,40,0,0,100,-7,7,8,40,2,25,0,0,0,8,65,3,1,0,80
485,RIS_1,70,180,3,75,22,1,0,92,6,5,5,22,2,38,4,1,1,18,52,4,3,0,62
486,RIS_1,82,280,6,110,28,0,0,98,10,6,6,28,1,42,0,0,0,14,68,3,2,0,72
487,RIS_1,75,190,4,78,24,0,0,94,7,5,5,24,3,36,5,1,1,16,58,5,4,0,68
488,RIS_0,68,170,1,72,18,1,1,88,9,4,6,18,2,33,-7,0,0,50,70,4,3,1,85
489,RIS_0,60,140,2,65,12,3,2,80,15,6,6,12,3,28,0,2,2,40,60,3,2,0,75
490,RIS_0,55,130,3,60,10,4,3,75,20,6,6,10,4,25,1,3,3,35,55,2,3,1,70
491,RIS_0,65,160,4,68,14,2,1,82,12,5,5,14,2,30,-7,1,1,45,65,3,2,0,80
