age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
18,WOR_0,173585,EDU_1,9,MAR_0,OCC_10,REL_0,RAC_0,GEN_1,0,0,18,NAT_0,INC_0
32,WOR_1,206609,EDU_1,9,MAR_0,OCC_4,REL_0,RAC_1,GEN_0,0,0,40,NAT_0,INC_0
27,WOR_5,194773,EDU_8,14,MAR_0,OCC_5,REL_2,RAC_1,GEN_1,0,0,50,NAT_7,INC_0
27,WOR_0,370242,EDU_2,12,MAR_0,OCC_4,REL_2,RAC_1,GEN_0,0,0,30,NAT_0,INC_0
20,WOR_0,277700,EDU_15,1,MAR_0,OCC_4,REL_0,RAC_1,GEN_0,0,0,32,NAT_0,INC_0
22,WOR_0,416165,EDU_3,10,MAR_0,OCC_7,REL_0,RAC_1,GEN_1,0,0,40,NAT_0,INC_0
56,WOR_0,128696,EDU_0,7,MAR_1,OCC_9,REL_4,RAC_0,GEN_1,0,0,40,NAT_0,INC_0
44,WOR_0,191814,EDU_3,10,MAR_1,OCC_5,REL_1,RAC_1,GEN_0,0,0,45,NAT_0,INC_1
42,WOR_0,163322,EDU_3,10,MAR_3,OCC_7,REL_3,RAC_1,GEN_1,0,0,38,NAT_0,INC_0
57,WOR_1,213975,EDU_1,9,MAR_2,OCC_4,REL_3,RAC_1,GEN_1,0,0,30,NAT_0,INC_0
43,WOR_0,191765,EDU_1,9,MAR_3,OCC_9,REL_3,RAC_0,GEN_1,0,0,35,NAT_0,INC_0
38,WOR_0,372525,EDU_8,14,MAR_1,OCC_8,REL_1,RAC_1,GEN_0,15024,0,45,NAT_0,INC_1
28,WOR_0,266070,EDU_3,10,MAR_0,OCC_8,REL_2,RAC_1,GEN_1,0,0,40,NAT_0,INC_0
48,WOR_0,218676,EDU_1,9,MAR_1,OCC_10,REL_1,RAC_1,GEN_0,0,0,40,NAT_0,INC_0
38,WOR_0,312108,EDU_1,9,MAR_0,OCC_4,REL_3,RAC_0,GEN_1,0,0,40,NAT_0,INC_0
27,WOR_0,704108,EDU_7,13,MAR_0,OCC_5,REL_2,RAC_1,GEN_0,0,0,50,NAT_0,INC_0
45,WOR_0,176947,EDU_6,4,MAR_0,OCC_7,REL_0,RAC_1,GEN_1,0,0,20,NAT_0,INC_0
50,WOR_1,96062,EDU_1,9,MAR_1,OCC_2,REL_1,RAC_1,GEN_0,0,0,40,NAT_0,INC_0
40,WOR_2,95049,EDU_11,11,MAR_4,OCC_3,REL_0,RAC_1,GEN_1,0,0,40,NAT_1,INC_0
37,WOR_3,107737,EDU_1,9,MAR_1,OCC_6,REL_1,RAC_1,GEN_0,0,0,45,NAT_0,INC_0
37,WOR_5,62428,EDU_3,10,MAR_0,OCC_5,REL_3,RAC_0,GEN_1,0,0,15,NAT_0,INC_0
24,WOR_0,203518,EDU_7,13,MAR_0,OCC_5,REL_2,RAC_1,GEN_1,0,0,40,NAT_0,INC_0
42,WOR_0,70037,EDU_8,14,MAR_0,OCC_5,REL_2,RAC_1,GEN_0,0,0,50,NAT_0,INC_0
47,WOR_3,318593,EDU_1,9,MAR_1,OCC_8,REL_1,RAC_1,GEN_0,0,0,25,NAT_0,INC_0
29,WOR_0,100764,EDU_7,13,MAR_1,OCC_8,REL_1,RAC_1,GEN_0,0,0,45,NAT_0,INC_1
73,WOR_1,205580,EDU_10,3,MAR_1,OCC_5,REL_1,RAC_1,GEN_0,0,0,6,NAT_0,INC_0
22,WOR_0,385540,EDU_4,6,MAR_0,OCC_4,REL_2,RAC_1,GEN_0,0,0,40,NAT_4,INC_0
44,WOR_3,112507,EDU_10,3,MAR_1,OCC_6,REL_1,RAC_1,GEN_0,0,0,40,NAT_0,INC_0
34,WOR_0,263307,EDU_7,13,MAR_0,OCC_10,REL_3,RAC_0,GEN_0,0,0,45,NAT_1,INC_0
35,WOR_0,186845,EDU_5,15,MAR_1,OCC_5,REL_1,RAC_1,GEN_0,0,0,45,NAT_0,INC_1
46,WOR_0,139268,EDU_8,14,MAR_1,OCC_8,REL_1,RAC_1,GEN_0,0,0,45,NAT_0,INC_1
66,WOR_6,197816,EDU_7,13,MAR_1,OCC_8,REL_1,RAC_1,GEN_0,10605,0,40,NAT_0,INC_1
27,WOR_0,177761,EDU_3,10,MAR_1,OCC_1,REL_1,RAC_3,GEN_0,0,0,50,NAT_0,INC_0
29,WOR_0,115677,EDU_7,13,MAR_0,OCC_9,REL_2,RAC_1,GEN_0,0,0,40,NAT_0,INC_0
21,WOR_0,147884,EDU_3,10,MAR_1,OCC_7,REL_5,RAC_1,GEN_1,0,0,40,NAT_0,INC_0
39,WOR_0,200598,EDU_7,13,MAR_1,OCC_8,REL_1,RAC_1,GEN_0,0,0,55,NAT_0,INC_0
30,WOR_0,61272,EDU_12,5,MAR_1,OCC_0,REL_4,RAC_1,GEN_1,0,0,40,NAT_26,INC_0
51,WOR_0,245873,EDU_3,10,MAR_1,OCC_7,REL_4,RAC_1,GEN_1,0,0,40,NAT_0,INC_0
46,WOR_0,23545,EDU_1,9,MAR_3,OCC_2,REL_2,RAC_1,GEN_0,0,0,40,NAT_0,INC_0
56,WOR_4,255386,EDU_3,10,MAR_1,OCC_7,REL_1,RAC_2,GEN_0,0,0,40,NAT_20,INC_0
30,WOR_0,226535,EDU_1,9,MAR_0,OCC_12,REL_2,RAC_1,GEN_0,4865,0,40,NAT_0,INC_0
42,WOR_0,169995,EDU_1,9,MAR_1,OCC_10,REL_1,RAC_1,GEN_0,0,0,48,NAT_0,INC_0
32,WOR_0,133861,EDU_7,13,MAR_0,OCC_8,REL_2,RAC_1,GEN_0,13550,0,48,NAT_0,INC_1
51,WOR_0,230095,EDU_4,6,MAR_2,OCC_4,REL_2,RAC_1,GEN_1,0,0,40,NAT_0,INC_0
44,WOR_3,53956,EDU_3,10,MAR_1,OCC_0,REL_1,RAC_1,GEN_0,0,0,57,NAT_0,INC_0
63,WOR_0,64544,EDU_7,13,MAR_0,OCC_9,REL_2,RAC_1,GEN_0,0,0,40,NAT_0,INC_1
23,WOR_0,204641,EDU_4,6,MAR_0,OCC_13,REL_3,RAC_1,GEN_0,0,0,50,NAT_0,INC_0
25,WOR_0,28008,EDU_2,12,MAR_3,OCC_7,REL_3,RAC_1,GEN_1,0,0,40,NAT_0,INC_0
47,WOR_0,185465,EDU_1,9,MAR_1,OCC_6,REL_1,RAC_0,GEN_0,0,0,40,NAT_0,INC_0
29,WOR_0,89813,EDU_1,9,MAR_1,OCC_0,REL_4,RAC_1,GEN_1,0,0,40,NAT_31,INC_0
50,WOR_5,322840,EDU_11,11,MAR_1,OCC_2,REL_1,RAC_1,GEN_0,0,0,40,NAT_19,INC_1
49,WOR_0,209057,EDU_7,13,MAR_1,OCC_10,REL_1,RAC_1,GEN_0,0,0,60,NAT_0,INC_1
23,WOR_0,52262,EDU_11,11,MAR_1,OCC_6,REL_1,RAC_1,GEN_0,0,0,40,NAT_0,INC_0
30,WOR_0,399088,EDU_7,13,MAR_3,OCC_5,REL_3,RAC_1,GEN_1,0,0,50,NAT_0,INC_0
55,WOR_0,80167,EDU_7,13,MAR_3,OCC_5,REL_3,RAC_1,GEN_1,0,0,40,NAT_0,INC_0
37,WOR_0,245482,EDU_1,9,MAR_1,OCC_12,REL_1,RAC_2,GEN_0,0,0,40,NAT_1,INC_0
23,WOR_0,189468,EDU_11,11,MAR_1,OCC_0,REL_0,RAC_1,GEN_1,0,0,30,NAT_0,INC_0
36,WOR_0,37778,EDU_3,10,MAR_1,OCC_8,REL_1,RAC_1,GEN_0,0,0,40,NAT_0,INC_0
38,WOR_4,318912,EDU_11,11,MAR_3,OCC_7,REL_0,RAC_0,GEN_0,0,0,52,NAT_0,INC_0
24,WOR_0,306460,EDU_1,9,MAR_0,OCC_1,REL_3,RAC_1,GEN_0,0,0,40,NAT_0,INC_0
37,WOR_0,295949,EDU_1,9,MAR_0,OCC_0,REL_2,RAC_1,GEN_0,0,0,40,NAT_0,INC_0
41,WOR_0,175398,EDU_1,9,MAR_3,OCC_0,REL_2,RAC_1,GEN_1,0,0,45,NAT_0,INC_0
56,WOR_3,236731,EDU_14,2,MAR_4,OCC_8,REL_2,RAC_1,GEN_0,0,0,25,NAT_1,INC_0
37,WOR_0,103121,EDU_7,13,MAR_1,OCC_8,REL_4,RAC_1,GEN_1,0,1848,40,NAT_0,INC_1
42,WOR_3,303044,EDU_1,9,MAR_1,OCC_1,REL_1,RAC_2,GEN_0,0,0,40,NAT_18,INC_1
42,WOR_0,157443,EDU_7,13,MAR_1,OCC_5,REL_4,RAC_2,GEN_1,0,0,27,NAT_23,INC_1
20,WOR_2,304076,EDU_0,7,MAR_0,OCC_3,REL_0,RAC_0,GEN_1,0,0,20,NAT_0,INC_0
36,WOR_0,659504,EDU_7,13,MAR_1,OCC_8,REL_1,RAC_0,GEN_0,0,0,45,NAT_0,INC_1
21,WOR_0,162869,EDU_3,10,MAR_0,OCC_13,REL_3,RAC_1,GEN_0,0,0,40,NAT_0,INC_0
47,WOR_0,185254,EDU_10,3,MAR_0,OCC_11,REL_0,RAC_1,GEN_1,0,0,40,NAT_11,INC_0
39,WOR_0,509060,EDU_3,10,MAR_3,OCC_4,REL_2,RAC_1,GEN_0,0,0,40,NAT_0,INC_0
31,WOR_0,220915,EDU_11,11,MAR_4,OCC_6,REL_2,RAC_1,GEN_0,0,0,40,NAT_0,INC_0
20,WOR_0,197767,EDU_3,10,MAR_0,OCC_10,REL_2,RAC_0,GEN_1,0,0,36,NAT_0,INC_0
25,WOR_3,191803,EDU_2,12,MAR_0,OCC_10,REL_2,RAC_1,GEN_0,0,0,50,NAT_0,INC_0
50,WOR_0,211116,EDU_4,6,MAR_1,OCC_4,REL_1,RAC_0,GEN_0,0,0,40,NAT_0,INC_0
45,WOR_6,170871,EDU_1,9,MAR_1,OCC_8,REL_1,RAC_1,GEN_0,15024,0,55,NAT_0,INC_1
53,WOR_3,105478,EDU_7,13,MAR_1,OCC_8,REL_1,RAC_1,GEN_0,0,2415,40,NAT_0,INC_1
25,WOR_0,283087,EDU_3,10,MAR_0,OCC_8,REL_0,RAC_0,GEN_0,0,0,40,NAT_0,INC_0
60,WOR_0,199085,EDU_4,6,MAR_1,OCC_0,REL_1,RAC_1,GEN_0,0,0,40,NAT_0,INC_0
24,WOR_0,309055,EDU_3,10,MAR_0,OCC_10,REL_2,RAC_1,GEN_1,0,0,15,NAT_0,INC_0
36,WOR_0,326352,EDU_8,14,MAR_0,OCC_5,REL_2,RAC_1,GEN_0,0,0,45,NAT_0,INC_0
48,WOR_0,120902,EDU_7,13,MAR_1,OCC_9,REL_1,RAC_1,GEN_0,0,0,40,NAT_0,INC_1
56,WOR_0,32446,EDU_3,10,MAR_1,OCC_6,REL_1,RAC_1,GEN_0,0,0,40,NAT_0,INC_1
31,WOR_1,198770,EDU_7,13,MAR_3,OCC_5,REL_3,RAC_1,GEN_1,0,0,60,NAT_0,INC_0
25,WOR_0,222539,EDU_4,6,MAR_0,OCC_12,REL_2,RAC_1,GEN_0,2597,0,50,NAT_0,INC_0
25,WOR_2,122745,EDU_1,9,MAR_0,OCC_3,REL_0,RAC_1,GEN_0,0,1602,40,NAT_0,INC_0
47,WOR_0,162067,EDU_8,14,MAR_1,OCC_7,REL_1,RAC_0,GEN_0,0,0,40,NAT_10,INC_0
30,WOR_1,131776,EDU_8,14,MAR_0,OCC_7,REL_2,RAC_1,GEN_1,0,0,40,NAT_0,INC_0
60,WOR_0,145995,EDU_7,13,MAR_1,OCC_10,REL_1,RAC_1,GEN_0,0,0,40,NAT_0,INC_1
35,WOR_0,166416,EDU_7,13,MAR_1,OCC_8,REL_1,RAC_1,GEN_0,0,0,50,NAT_0,INC_1
51,WOR_0,136913,EDU_1,9,MAR_1,OCC_0,REL_1,RAC_1,GEN_0,0,0,40,NAT_0,INC_0
26,WOR_4,271243,EDU_13,8,MAR_0,OCC_7,REL_2,RAC_0,GEN_0,0,0,40,NAT_10,INC_0
41,WOR_0,104892,EDU_8,14,MAR_1,OCC_8,REL_1,RAC_1,GEN_0,0,0,40,NAT_0,INC_1
18,WOR_0,328937,EDU_6,4,MAR_0,OCC_4,REL_0,RAC_0,GEN_0,0,0,20,NAT_0,INC_0
42,WOR_0,168515,EDU_11,11,MAR_3,OCC_5,REL_2,RAC_1,GEN_1,0,0,40,NAT_0,INC_0
31,WOR_0,274818,EDU_3,10,MAR_0,OCC_7,REL_2,RAC_1,GEN_1,0,0,40,NAT_0,INC_0
27,WOR_0,604045,EDU_7,13,MAR_0,OCC_10,REL_2,RAC_1,GEN_0,0,0,40,NAT_0,INC_0
50,WOR_3,165001,EDU_5,15,MAR_1,OCC_5,REL_1,RAC_1,GEN_0,99999,0,80,NAT_0,INC_1
48,WOR_0,226696,EDU_1,9,MAR_1,OCC_6,REL_1,RAC_0,GEN_0,0,0,40,NAT_0,INC_0
44,WOR_5,204361,EDU_8,14,MAR_0,OCC_8,REL_2,RAC_1,GEN_1,0,0,40,NAT_0,INC_0
27,WOR_0,106562,EDU_7,13,MAR_0,OCC_5,REL_2,RAC_1,GEN_1,0,0,50,NAT_0,INC_1
28,WOR_0,33798,EDU_13,8,MAR_0,OCC_12,REL_2,RAC_1,GEN_0,0,0,50,NAT_0,INC_0
53,WOR_1,176059,EDU_8,14,MAR_3,OCC_5,REL_3,RAC_1,GEN_1,0,0,50,NAT_0,INC_0
45,WOR_0,234652,EDU_10,3,MAR_1,OCC_0,REL_1,RAC_1,GEN_0,0,0,40,NAT_4,INC_0
38,WOR_0,279315,EDU_1,9,MAR_0,OCC_4,REL_0,RAC_0,GEN_0,0,0,40,NAT_0,INC_0
39,WOR_0,80638,EDU_3,10,MAR_1,OCC_4,REL_1,RAC_2,GEN_0,0,0,84,NAT_0,INC_1
21,WOR_0,50411,EDU_1,9,MAR_0,OCC_1,REL_2,RAC_1,GEN_0,0,0,40,NAT_0,INC_0
31,WOR_0,386299,EDU_3,10,MAR_0,OCC_7,REL_2,RAC_1,GEN_1,0,0,40,NAT_0,INC_0
52,WOR_3,156882,EDU_3,10,MAR_1,OCC_10,REL_1,RAC_4,GEN_0,0,0,40,NAT_0,INC_0
55,WOR_0,250322,EDU_1,9,MAR_3,OCC_7,REL_2,RAC_1,GEN_1,0,0,40,NAT_0,INC_0
61,WOR_3,96073,EDU_5,15,MAR_1,OCC_5,REL_1,RAC_1,GEN_0,0,0,50,NAT_21,INC_1
27,WOR_0,335764,EDU_0,7,MAR_1,OCC_10,REL_0,RAC_0,GEN_0,0,0,35,NAT_0,INC_0
28,WOR_0,128509,EDU_10,3,MAR_0,OCC_0,REL_2,RAC_1,GEN_1,0,0,40,NAT_1,INC_0
43,WOR_0,223934,EDU_3,10,MAR_0,OCC_7,REL_2,RAC_1,GEN_1,0,0,40,NAT_0,INC_0
78,WOR_2,292019,EDU_6,4,MAR_1,OCC_3,REL_1,RAC_1,GEN_0,0,0,20,NAT_0,INC_0
41,WOR_0,256647,EDU_1,9,MAR_1,OCC_0,REL_1,RAC_0,GEN_0,0,0,40,NAT_0,INC_0
23,WOR_0,147548,EDU_1,9,MAR_3,OCC_4,REL_3,RAC_1,GEN_1,0,0,30,NAT_0,INC_0
36,WOR_0,355053,EDU_1,9,MAR_4,OCC_4,REL_3,RAC_0,GEN_1,0,0,28,NAT_0,INC_0
31,WOR_1,381153,EDU_3,10,MAR_1,OCC_2,REL_1,RAC_1,GEN_0,15024,0,56,NAT_0,INC_1
34,WOR_0,245211,EDU_8,14,MAR_1,OCC_0,REL_1,RAC_1,GEN_0,0,0,40,NAT_19,INC_1
56,WOR_0,133876,EDU_7,13,MAR_1,OCC_5,REL_1,RAC_1,GEN_0,0,0,40,NAT_0,INC_1
59,WOR_0,95967,EDU_5,15,MAR_1,OCC_8,REL_1,RAC_0,GEN_0,0,0,40,NAT_1,INC_0
32,WOR_0,133503,EDU_1,9,MAR_1,OCC_7,REL_1,RAC_1,GEN_0,0,0,40,NAT_0,INC_0
61,WOR_4,60641,EDU_3,10,MAR_1,OCC_7,REL_4,RAC_1,GEN_1,0,0,30,NAT_0,INC_0
25,WOR_2,200681,EDU_3,10,MAR_0,OCC_3,REL_0,RAC_1,GEN_0,0,0,40,NAT_0,INC_0
21,WOR_2,145964,EDU_3,10,MAR_0,OCC_3,REL_0,RAC_1,GEN_0,0,0,40,NAT_0,INC_0
32,WOR_0,193285,EDU_1,9,MAR_0,OCC_6,REL_0,RAC_1,GEN_0,0,0,40,NAT_0,INC_0
34,WOR_5,595000,EDU_8,14,MAR_1,OCC_5,REL_4,RAC_0,GEN_1,0,0,40,NAT_0,INC_1
51,WOR_0,163027,EDU_1,9,MAR_3,OCC_13,REL_3,RAC_1,GEN_1,0,0,20,NAT_0,INC_0
20,WOR_0,238917,EDU_0,7,MAR_0,OCC_13,REL_2,RAC_1,GEN_0,0,0,32,NAT_4,INC_0
18,WOR_2,173125,EDU_13,8,MAR_0,OCC_3,REL_0,RAC_1,GEN_1,0,0,24,NAT_0,INC_0
60,WOR_3,88570,EDU_11,11,MAR_1,OCC_12,REL_4,RAC_1,GEN_1,0,0,15,NAT_7,INC_1
40,WOR_0,277647,EDU_7,13,MAR_1,OCC_5,REL_1,RAC_1,GEN_0,0,0,40,NAT_0,INC_1
56,WOR_0,295067,EDU_7,13,MAR_0,OCC_8,REL_2,RAC_1,GEN_0,14084,0,45,NAT_0,INC_1
39,WOR_0,299725,EDU_1,9,MAR_3,OCC_13,REL_2,RAC_1,GEN_1,0,0,37,NAT_0,INC_0
28,WOR_0,116298,EDU_6,4,MAR_0,OCC_0,REL_2,RAC_1,GEN_0,0,0,45,NAT_0,INC_0
19,WOR_0,162954,EDU_1,9,MAR_0,OCC_10,REL_0,RAC_1,GEN_1,0,0,30,NAT_0,INC_0
39,WOR_0,99783,EDU_1,9,MAR_0,OCC_7,REL_2,RAC_1,GEN_1,0,0,45,NAT_0,INC_0
23,WOR_0,220993,EDU_1,9,MAR_0,OCC_10,REL_2,RAC_1,GEN_0,0,1590,48,NAT_0,INC_0
59,WOR_3,172618,EDU_4,6,MAR_1,OCC_6,REL_1,RAC_1,GEN_0,0,0,50,NAT_0,INC_0
51,WOR_1,159755,EDU_8,14,MAR_1,OCC_5,REL_1,RAC_1,GEN_0,0,0,40,NAT_0,INC_1
59,WOR_0,59469,EDU_7,13,MAR_1,OCC_6,REL_1,RAC_1,GEN_0,0,0,50,NAT_0,INC_1
35,WOR_0,129573,EDU_7,13,MAR_1,OCC_10,REL_1,RAC_1,GEN_0,15024,0,45,NAT_0,INC_1
27,WOR_0,218785,EDU_1,9,MAR_1,OCC_8,REL_4,RAC_1,GEN_1,0,0,40,NAT_0,INC_0
33,WOR_3,235271,EDU_7,13,MAR_3,OCC_10,REL_2,RAC_1,GEN_0,0,0,50,NAT_0,INC_1
29,WOR_0,245402,EDU_7,13,MAR_3,OCC_9,REL_2,RAC_1,GEN_1,0,0,40,NAT_0,INC_0
38,WOR_0,266645,EDU_8,14,MAR_1,OCC_8,REL_1,RAC_1,GEN_0,0,0,60,NAT_0,INC_1
34,WOR_1,226443,EDU_3,10,MAR_1,OCC_2,REL_1,RAC_1,GEN_0,0,0,40,NAT_0,INC_1
20,WOR_2,111252,EDU_3,10,MAR_0,OCC_3,REL_0,RAC_1,GEN_1,0,0,30,NAT_0,INC_0
53,WOR_5,153486,EDU_7,13,MAR_1,OCC_9,REL_1,RAC_1,GEN_0,0,0,40,NAT_0,INC_1
33,WOR_0,220860,EDU_1,9,MAR_3,OCC_12,REL_2,RAC_1,GEN_0,0,0,45,NAT_0,INC_0
40,WOR_0,104196,EDU_7,13,MAR_1,OCC_8,REL_1,RAC_1,GEN_0,0,0,60,NAT_0,INC_1
49,WOR_0,175109,EDU_1,9,MAR_1,OCC_7,REL_1,RAC_1,GEN_0,5178,0,40,NAT_0,INC_1
24,WOR_0,354351,EDU_7,13,MAR_0,OCC_5,REL_2,RAC_1,GEN_0,0,0,40,NAT_0,INC_0
69,WOR_1,286983,EDU_3,10,MAR_1,OCC_4,REL_1,RAC_1,GEN_0,0,0,40,NAT_0,INC_0
26,WOR_0,245628,EDU_3,10,MAR_0,OCC_7,REL_5,RAC_1,GEN_0,0,0,40,NAT_4,INC_0
46,WOR_6,120131,EDU_5,15,MAR_1,OCC_5,REL_1,RAC_1,GEN_0,99999,0,60,NAT_0,INC_1
22,WOR_0,306868,EDU_1,9,MAR_0,OCC_13,REL_2,RAC_1,GEN_0,0,0,30,NAT_0,INC_0
47,WOR_1,153536,EDU_8,14,MAR_1,OCC_8,REL_1,RAC_1,GEN_0,0,0,37,NAT_0,INC_1
28,WOR_0,142264,EDU_11,11,MAR_0,OCC_4,REL_2,RAC_1,GEN_0,0,0,40,NAT_0,INC_0
40,WOR_0,160369,EDU_8,14,MAR_1,OCC_8,REL_1,RAC_1,GEN_0,0,2415,45,NAT_0,INC_1
59,WOR_0,159008,EDU_3,10,MAR_1,OCC_2,REL_1,RAC_1,GEN_0,0,0,56,NAT_0,INC_0
46,WOR_3,57452,EDU_11,11,MAR_1,OCC_6,REL_1,RAC_1,GEN_0,0,0,40,NAT_0,INC_1
21,WOR_5,196827,EDU_2,12,MAR_0,OCC_9,REL_0,RAC_1,GEN_0,0,0,10,NAT_0,INC_0
40,WOR_1,153489,EDU_1,9,MAR_1,OCC_4,REL_5,RAC_1,GEN_0,3137,0,40,NAT_0,INC_0
19,WOR_5,156294,EDU_3,10,MAR_0,OCC_5,REL_0,RAC_1,GEN_0,0,0,25,NAT_0,INC_0
46,WOR_5,54260,EDU_7,13,MAR_1,OCC_5,REL_1,RAC_1,GEN_0,0,0,10,NAT_0,INC_1
70,WOR_0,298470,EDU_7,13,MAR_2,OCC_10,REL_2,RAC_1,GEN_0,0,0,30,NAT_0,INC_0
19,WOR_0,217418,EDU_3,10,MAR_0,OCC_7,REL_5,RAC_0,GEN_1,0,0,38,NAT_0,INC_0
37,WOR_0,201531,EDU_2,12,MAR_1,OCC_0,REL_1,RAC_1,GEN_0,0,0,40,NAT_0,INC_1
64,WOR_0,110150,EDU_1,9,MAR_1,OCC_2,REL_1,RAC_1,GEN_0,0,0,40,NAT_0,INC_0
46,WOR_0,389843,EDU_7,13,MAR_1,OCC_10,REL_1,RAC_1,GEN_0,0,0,50,NAT_7,INC_1
47,WOR_0,110088,EDU_14,2,MAR_1,OCC_13,REL_1,RAC_1,GEN_0,0,0,40,NAT_0,INC_0
24,WOR_0,83141,EDU_3,10,MAR_4,OCC_4,REL_2,RAC_1,GEN_0,0,1876,40,NAT_0,INC_0
50,WOR_3,29231,EDU_1,9,MAR_1,OCC_8,REL_1,RAC_1,GEN_0,0,0,45,NAT_0,INC_1
42,WOR_0,121352,EDU_7,13,MAR_1,OCC_5,REL_1,RAC_1,GEN_0,0,0,80,NAT_1,INC_1
32,WOR_0,127875,EDU_7,13,MAR_1,OCC_9,REL_4,RAC_1,GEN_1,0,0,40,NAT_0,INC_1
26,WOR_0,201635,EDU_1,9,MAR_0,OCC_7,REL_2,RAC_1,GEN_1,0,0,40,NAT_0,INC_0
40,WOR_0,271393,EDU_2,12,MAR_3,OCC_8,REL_2,RAC_1,GEN_1,0,0,40,NAT_0,INC_0
31,WOR_0,263561,EDU_7,13,MAR_1,OCC_8,REL_1,RAC_1,GEN_0,0,2246,45,NAT_0,INC_1
39,WOR_0,46028,EDU_3,10,MAR_3,OCC_4,REL_3,RAC_1,GEN_1,0,0,60,NAT_0,INC_0
41,WOR_0,162140,EDU_1,9,MAR_3,OCC_6,REL_2,RAC_1,GEN_0,0,2339,40,NAT_0,INC_0
52,WOR_0,389270,EDU_3,10,MAR_1,OCC_7,REL_4,RAC_1,GEN_1,0,0,35,NAT_0,INC_1
21,WOR_0,118401,EDU_3,10,MAR_0,OCC_4,REL_2,RAC_1,GEN_1,0,0,30,NAT_0,INC_0
38,WOR_0,108947,EDU_1,9,MAR_3,OCC_0,REL_2,RAC_1,GEN_0,2174,0,40,NAT_0,INC_0
38,WOR_3,180220,EDU_1,9,MAR_1,OCC_6,REL_1,RAC_1,GEN_0,0,0,60,NAT_0,INC_0
48,WOR_0,199058,EDU_8,14,MAR_1,OCC_8,REL_1,RAC_1,GEN_0,0,0,40,NAT_0,INC_1
64,WOR_3,192695,EDU_10,3,MAR_1,OCC_1,REL_1,RAC_1,GEN_0,0,0,70,NAT_25,INC_0
20,WOR_0,34242,EDU_3,10,MAR_0,OCC_4,REL_0,RAC_1,GEN_0,0,0,20,NAT_0,INC_0
31,WOR_3,340939,EDU_7,13,MAR_0,OCC_9,REL_2,RAC_1,GEN_0,0,0,40,NAT_0,INC_0
47,WOR_0,114459,EDU_1,9,MAR_1,OCC_10,REL_1,RAC_1,GEN_0,0,0,40,NAT_0,INC_1
49,WOR_0,235095,EDU_0,7,MAR_1,OCC_12,REL_1,RAC_1,GEN_0,0,0,40,NAT_0,INC_0
52,WOR_6,101017,EDU_1,9,MAR_3,OCC_8,REL_3,RAC_1,GEN_0,0,0,38,NAT_0,INC_0
26,WOR_0,331861,EDU_7,13,MAR_0,OCC_6,REL_2,RAC_1,GEN_0,0,0,50,NAT_21,INC_0
24,WOR_0,410439,EDU_3,10,MAR_0,OCC_6,REL_0,RAC_1,GEN_0,0,0,15,NAT_0,INC_0
42,WOR_0,287244,EDU_1,9,MAR_1,OCC_6,REL_1,RAC_1,GEN_0,0,0,55,NAT_0,INC_0
32,WOR_0,312923,EDU_10,3,MAR_1,OCC_6,REL_1,RAC_1,GEN_0,0,0,40,NAT_4,INC_0
51,WOR_6,189183,EDU_7,13,MAR_1,OCC_8,REL_1,RAC_1,GEN_0,0,0,40,NAT_0,INC_0
53,WOR_5,101238,EDU_3,10,MAR_1,OCC_8,REL_1,RAC_1,GEN_0,0,0,40,NAT_0,INC_1
44,WOR_0,76487,EDU_1,9,MAR_1,OCC_12,REL_1,RAC_1,GEN_0,0,0,40,NAT_0,INC_0
34,WOR_5,513100,EDU_7,13,MAR_5,OCC_1,REL_2,RAC_0,GEN_0,0,0,40,NAT_1,INC_0
26,WOR_0,172230,EDU_1,9,MAR_0,OCC_7,REL_2,RAC_1,GEN_0,0,0,40,NAT_0,INC_0
48,WOR_0,187715,EDU_2,12,MAR_1,OCC_6,REL_1,RAC_1,GEN_0,0,1848,46,NAT_0,INC_1
60,WOR_0,156889,EDU_3,10,MAR_3,OCC_7,REL_2,RAC_1,GEN_1,0,0,40,NAT_0,INC_0
33,WOR_4,137814,EDU_1,9,MAR_0,OCC_4,REL_2,RAC_1,GEN_0,0,0,32,NAT_0,INC_0
58,WOR_0,141379,EDU_1,9,MAR_3,OCC_7,REL_2,RAC_1,GEN_1,0,0,42,NAT_0,INC_0
22,WOR_0,229456,EDU_1,9,MAR_0,OCC_7,REL_0,RAC_0,GEN_1,0,0,38,NAT_0,INC_0
29,WOR_0,154571,EDU_3,10,MAR_0,OCC_6,REL_5,RAC_2,GEN_0,0,0,40,NAT_1,INC_0
37,WOR_0,219137,EDU_6,4,MAR_3,OCC_10,REL_3,RAC_1,GEN_1,0,0,44,NAT_0,INC_0
34,WOR_0,255830,EDU_2,12,MAR_3,OCC_6,REL_3,RAC_0,GEN_1,7443,0,40,NAT_0,INC_0
52,WOR_0,155278,EDU_1,9,MAR_1,OCC_12,REL_1,RAC_1,GEN_0,0,0,40,NAT_0,INC_0
19,WOR_0,351040,EDU_3,10,MAR_0,OCC_7,REL_0,RAC_1,GEN_1,0,0,40,NAT_12,INC_0
23,WOR_0,72055,EDU_1,9,MAR_0,OCC_7,REL_3,RAC_1,GEN_1,0,0,40,NAT_0,INC_0
23,WOR_1,324637,EDU_3,10,MAR_0,OCC_7,REL_2,RAC_1,GEN_0,0,0,30,NAT_0,INC_0
