index,Age,Employment Type,GraduateOrNot,AnnualIncome,FamilyMembers,ChronicDiseases,FrequentFlyer,EverTravelledAbroad,Target
351.0,28,EMP_0,GRA_0,300000,5,1,FRE_0,EVE_0,0
352.0,30,EMP_1,GRA_1,800000,9,0,FRE_0,EVE_0,0
353.0,35,EMP_1,GRA_1,800000,4,0,FRE_0,EVE_0,0
354.0,28,EMP_1,GRA_0,1300000,6,0,FRE_0,EVE_0,1
355.0,28,EMP_1,GRA_0,750000,2,0,FRE_0,EVE_0,1
356.0,27,EMP_0,GRA_0,1050000,7,0,FRE_0,EVE_0,0
357.0,31,EMP_1,GRA_0,500000,8,0,FRE_0,EVE_0,1
358.0,29,EMP_1,GRA_0,1050000,5,1,FRE_0,EVE_1,0
359.0,26,EMP_1,GRA_0,1500000,5,1,FRE_1,EVE_1,1
360.0,33,EMP_0,GRA_0,1000000,5,0,FRE_0,EVE_1,1
361.0,34,EMP_1,GRA_0,700000,5,0,FRE_1,EVE_0,1
362.0,26,EMP_1,GRA_0,1500000,5,1,FRE_1,EVE_1,1
363.0,28,EMP_1,GRA_0,800000,6,0,FRE_0,EVE_1,0
364.0,25,EMP_1,GRA_1,1150000,4,0,FRE_1,EVE_0,0
365.0,31,EMP_0,GRA_1,1750000,2,0,FRE_0,EVE_0,0
366.0,34,EMP_1,GRA_0,500000,5,0,FRE_0,EVE_0,0
367.0,26,EMP_1,GRA_0,1400000,4,1,FRE_0,EVE_1,1
368.0,35,EMP_1,GRA_1,800000,4,0,FRE_0,EVE_0,0
369.0,28,EMP_1,GRA_0,550000,4,0,FRE_0,EVE_0,0
370.0,31,EMP_1,GRA_0,500000,4,1,FRE_0,EVE_0,1
371.0,27,EMP_0,GRA_0,750000,5,0,FRE_0,EVE_0,0
372.0,30,EMP_1,GRA_1,550000,3,0,FRE_0,EVE_0,1
373.0,31,EMP_1,GRA_0,1350000,9,1,FRE_0,EVE_1,1
374.0,33,EMP_1,GRA_0,1500000,4,0,FRE_1,EVE_1,1
375.0,27,EMP_0,GRA_0,1050000,5,0,FRE_1,EVE_0,0
376.0,32,EMP_0,GRA_0,800000,6,0,FRE_0,EVE_0,1
377.0,28,EMP_1,GRA_0,800000,5,0,FRE_1,EVE_0,0
378.0,26,EMP_1,GRA_0,600000,7,1,FRE_0,EVE_0,0
379.0,25,EMP_1,GRA_0,1700000,3,0,FRE_1,EVE_0,1
380.0,29,EMP_1,GRA_0,500000,6,0,FRE_0,EVE_0,1
381.0,30,EMP_1,GRA_1,650000,6,0,FRE_1,EVE_0,0
382.0,31,EMP_1,GRA_0,1350000,3,0,FRE_1,EVE_1,1
383.0,28,EMP_0,GRA_0,300000,3,0,FRE_0,EVE_0,0
384.0,27,EMP_0,GRA_0,850000,6,0,FRE_0,EVE_0,0
385.0,34,EMP_1,GRA_0,1050000,5,0,FRE_0,EVE_0,1
386.0,33,EMP_1,GRA_0,1500000,3,1,FRE_1,EVE_1,1
387.0,34,EMP_0,GRA_0,1300000,4,0,FRE_0,EVE_0,0
388.0,28,EMP_1,GRA_0,800000,3,0,FRE_0,EVE_0,0
389.0,29,EMP_1,GRA_0,1200000,8,0,FRE_0,EVE_0,0
390.0,33,EMP_0,GRA_0,400000,3,0,FRE_0,EVE_0,0
391.0,28,EMP_0,GRA_0,300000,4,0,FRE_0,EVE_0,0
392.0,33,EMP_0,GRA_0,400000,6,0,FRE_0,EVE_0,1
393.0,34,EMP_1,GRA_0,1050000,8,0,FRE_0,EVE_0,1
394.0,30,EMP_1,GRA_1,800000,3,0,FRE_0,EVE_0,0
395.0,34,EMP_1,GRA_0,1000000,6,1,FRE_0,EVE_0,1
396.0,28,EMP_0,GRA_0,600000,2,0,FRE_1,EVE_0,0
397.0,27,EMP_0,GRA_0,850000,5,1,FRE_0,EVE_0,0
398.0,28,EMP_1,GRA_0,1100000,7,0,FRE_0,EVE_0,1
399.0,33,EMP_0,GRA_0,700000,8,0,FRE_0,EVE_0,1
400.0,34,EMP_1,GRA_0,1500000,6,1,FRE_1,EVE_1,1
401.0,33,EMP_0,GRA_0,400000,4,0,FRE_0,EVE_0,0
402.0,25,EMP_1,GRA_0,1400000,5,0,FRE_0,EVE_1,1
403.0,28,EMP_1,GRA_0,1250000,4,0,FRE_0,EVE_0,0
404.0,28,EMP_1,GRA_0,1250000,7,0,FRE_0,EVE_0,0
405.0,33,EMP_0,GRA_0,1100000,4,0,FRE_0,EVE_0,0
406.0,32,EMP_0,GRA_0,800000,4,0,FRE_1,EVE_1,0
407.0,27,EMP_0,GRA_0,500000,3,1,FRE_0,EVE_0,0
408.0,26,EMP_1,GRA_0,600000,4,1,FRE_0,EVE_0,0
409.0,28,EMP_1,GRA_0,900000,2,0,FRE_1,EVE_0,0
410.0,28,EMP_0,GRA_0,300000,6,1,FRE_0,EVE_0,0
411.0,28,EMP_1,GRA_0,550000,7,0,FRE_0,EVE_0,0
412.0,25,EMP_1,GRA_1,1150000,6,0,FRE_0,EVE_0,1
413.0,33,EMP_1,GRA_0,550000,5,0,FRE_0,EVE_0,1
414.0,30,EMP_1,GRA_1,800000,3,0,FRE_0,EVE_0,0
415.0,26,EMP_0,GRA_0,500000,5,0,FRE_0,EVE_0,0
416.0,31,EMP_0,GRA_0,400000,7,0,FRE_0,EVE_0,0
417.0,30,EMP_1,GRA_1,650000,4,0,FRE_0,EVE_0,0
418.0,26,EMP_1,GRA_0,1500000,5,0,FRE_1,EVE_1,1
419.0,32,EMP_0,GRA_0,800000,6,0,FRE_1,EVE_0,0
420.0,29,EMP_1,GRA_0,1050000,7,0,FRE_0,EVE_0,0
421.0,28,EMP_1,GRA_0,1150000,5,0,FRE_0,EVE_0,1
422.0,26,EMP_1,GRA_0,1400000,4,0,FRE_0,EVE_1,1
423.0,26,EMP_1,GRA_0,1400000,5,0,FRE_0,EVE_1,1
424.0,32,EMP_0,GRA_0,800000,6,1,FRE_0,EVE_0,0
425.0,27,EMP_1,GRA_1,800000,7,0,FRE_0,EVE_0,0
426.0,31,EMP_1,GRA_0,1350000,3,0,FRE_1,EVE_1,1
427.0,27,EMP_0,GRA_0,500000,3,1,FRE_0,EVE_0,0
428.0,25,EMP_0,GRA_0,750000,3,0,FRE_0,EVE_0,0
429.0,28,EMP_0,GRA_0,300000,5,1,FRE_0,EVE_0,0
430.0,28,EMP_0,GRA_1,300000,6,1,FRE_0,EVE_0,0
431.0,33,EMP_0,GRA_0,1100000,4,0,FRE_0,EVE_0,0
432.0,27,EMP_1,GRA_1,450000,4,0,FRE_0,EVE_0,0
433.0,27,EMP_1,GRA_1,1550000,7,0,FRE_1,EVE_0,1
434.0,26,EMP_1,GRA_0,450000,6,0,FRE_0,EVE_0,0
435.0,31,EMP_0,GRA_1,300000,3,0,FRE_0,EVE_0,0
436.0,27,EMP_0,GRA_0,1050000,4,1,FRE_0,EVE_0,1
437.0,26,EMP_1,GRA_0,450000,5,1,FRE_0,EVE_0,1
438.0,26,EMP_0,GRA_0,1450000,5,0,FRE_1,EVE_1,1
439.0,31,EMP_0,GRA_0,400000,4,0,FRE_0,EVE_0,0
440.0,32,EMP_0,GRA_0,900000,5,0,FRE_0,EVE_0,0
441.0,34,EMP_1,GRA_0,1500000,6,0,FRE_1,EVE_1,1
442.0,28,EMP_1,GRA_0,1200000,3,0,FRE_0,EVE_0,0
443.0,29,EMP_1,GRA_0,1350000,4,0,FRE_0,EVE_1,1
444.0,29,EMP_1,GRA_0,1200000,9,0,FRE_0,EVE_0,0
445.0,33,EMP_0,GRA_0,700000,2,0,FRE_0,EVE_0,0
446.0,34,EMP_1,GRA_0,1500000,3,0,FRE_1,EVE_1,1
447.0,31,EMP_0,GRA_0,400000,5,0,FRE_0,EVE_0,0
448.0,28,EMP_1,GRA_0,500000,3,0,FRE_0,EVE_0,0
449.0,31,EMP_0,GRA_0,1300000,4,0,FRE_0,EVE_0,0
450.0,28,EMP_1,GRA_0,800000,5,1,FRE_0,EVE_0,0
451.0,28,EMP_1,GRA_0,1100000,4,0,FRE_1,EVE_0,0
452.0,32,EMP_0,GRA_0,850000,3,0,FRE_0,EVE_0,0
453.0,34,EMP_1,GRA_0,1500000,4,1,FRE_1,EVE_1,1
454.0,28,EMP_1,GRA_0,1200000,3,0,FRE_0,EVE_0,0
455.0,34,EMP_1,GRA_0,500000,4,0,FRE_0,EVE_0,0
456.0,26,EMP_1,GRA_0,1400000,4,0,FRE_0,EVE_1,1
457.0,28,EMP_0,GRA_0,300000,7,1,FRE_0,EVE_0,0
458.0,31,EMP_1,GRA_0,1350000,3,0,FRE_0,EVE_1,1
459.0,31,EMP_0,GRA_1,300000,3,0,FRE_0,EVE_0,0
460.0,25,EMP_1,GRA_0,1400000,3,0,FRE_0,EVE_1,0
461.0,34,EMP_1,GRA_0,1500000,4,0,FRE_1,EVE_1,1
462.0,34,EMP_1,GRA_0,500000,3,0,FRE_0,EVE_0,0
463.0,28,EMP_1,GRA_0,600000,3,0,FRE_0,EVE_0,1
464.0,25,EMP_1,GRA_1,1150000,3,0,FRE_1,EVE_0,0
465.0,30,EMP_1,GRA_1,550000,4,0,FRE_0,EVE_0,0
466.0,31,EMP_1,GRA_0,1250000,9,1,FRE_0,EVE_0,0
467.0,33,EMP_1,GRA_0,1400000,3,0,FRE_0,EVE_1,1
468.0,33,EMP_1,GRA_0,1500000,7,0,FRE_1,EVE_1,1
469.0,25,EMP_1,GRA_1,1350000,6,0,FRE_0,EVE_1,1
470.0,28,EMP_1,GRA_0,700000,4,0,FRE_0,EVE_0,0
471.0,29,EMP_1,GRA_0,1100000,5,0,FRE_1,EVE_0,0
472.0,28,EMP_0,GRA_0,300000,4,0,FRE_0,EVE_0,0
473.0,32,EMP_0,GRA_0,650000,4,0,FRE_0,EVE_0,0
474.0,31,EMP_1,GRA_0,500000,3,1,FRE_0,EVE_0,1
475.0,27,EMP_0,GRA_0,500000,4,0,FRE_0,EVE_0,0
476.0,35,EMP_1,GRA_1,800000,3,0,FRE_0,EVE_0,1
477.0,31,EMP_0,GRA_0,400000,6,0,FRE_0,EVE_0,0
478.0,28,EMP_1,GRA_0,1350000,3,0,FRE_0,EVE_1,1
479.0,25,EMP_1,GRA_0,1400000,5,1,FRE_1,EVE_1,1
480.0,25,EMP_0,GRA_0,750000,4,0,FRE_0,EVE_0,1
481.0,26,EMP_1,GRA_0,750000,4,1,FRE_0,EVE_0,0
482.0,31,EMP_1,GRA_0,1100000,3,0,FRE_0,EVE_0,0
483.0,35,EMP_1,GRA_1,800000,4,0,FRE_0,EVE_0,0
484.0,27,EMP_1,GRA_1,450000,3,0,FRE_0,EVE_0,0
485.0,28,EMP_0,GRA_0,300000,5,0,FRE_0,EVE_0,0
486.0,28,EMP_1,GRA_0,1100000,4,1,FRE_0,EVE_0,0
487.0,29,EMP_1,GRA_0,1150000,4,1,FRE_0,EVE_1,0
488.0,28,EMP_1,GRA_0,1450000,4,0,FRE_1,EVE_1,1
489.0,30,EMP_1,GRA_1,800000,5,0,FRE_0,EVE_0,1
490.0,34,EMP_0,GRA_0,1300000,5,1,FRE_0,EVE_1,0
491.0,33,EMP_1,GRA_0,1500000,3,0,FRE_1,EVE_1,1
492.0,29,EMP_1,GRA_0,1350000,4,0,FRE_1,EVE_1,1
493.0,29,EMP_1,GRA_0,900000,7,0,FRE_1,EVE_0,0
494.0,28,EMP_0,GRA_0,600000,7,0,FRE_0,EVE_0,0
495.0,26,EMP_0,GRA_0,500000,3,0,FRE_0,EVE_0,0
496.0,29,EMP_1,GRA_0,1350000,5,0,FRE_0,EVE_1,1
497.0,32,EMP_0,GRA_0,350000,5,0,FRE_0,EVE_0,0
498.0,34,EMP_1,GRA_0,500000,7,0,FRE_0,EVE_0,0
499.0,29,EMP_1,GRA_0,500000,8,0,FRE_0,EVE_0,0
500.0,27,EMP_1,GRA_1,450000,3,0,FRE_0,EVE_0,0
501.0,27,EMP_0,GRA_0,750000,5,0,FRE_0,EVE_0,0
502.0,33,EMP_0,GRA_0,700000,3,1,FRE_0,EVE_0,1
503.0,31,EMP_1,GRA_0,1400000,6,0,FRE_0,EVE_1,1
504.0,31,EMP_1,GRA_0,1400000,4,1,FRE_0,EVE_1,1
505.0,34,EMP_1,GRA_0,500000,4,0,FRE_0,EVE_0,0
506.0,31,EMP_1,GRA_0,950000,3,0,FRE_1,EVE_0,0
507.0,33,EMP_1,GRA_0,1400000,5,0,FRE_0,EVE_1,1
508.0,28,EMP_1,GRA_0,750000,6,1,FRE_0,EVE_0,0
509.0,28,EMP_1,GRA_0,1150000,3,0,FRE_0,EVE_0,0
510.0,28,EMP_1,GRA_0,750000,3,0,FRE_0,EVE_0,0
511.0,29,EMP_1,GRA_0,1100000,8,0,FRE_0,EVE_0,0
512.0,31,EMP_0,GRA_0,400000,6,0,FRE_0,EVE_0,0
513.0,25,EMP_1,GRA_1,1150000,5,0,FRE_1,EVE_0,0
514.0,28,EMP_1,GRA_0,1100000,3,0,FRE_0,EVE_0,1
515.0,26,EMP_1,GRA_0,1400000,5,0,FRE_0,EVE_1,1
516.0,25,EMP_1,GRA_0,1400000,4,0,FRE_1,EVE_1,1
517.0,31,EMP_1,GRA_0,500000,6,0,FRE_0,EVE_0,1
518.0,28,EMP_1,GRA_0,500000,5,1,FRE_0,EVE_0,1
519.0,28,EMP_1,GRA_0,800000,3,1,FRE_0,EVE_0,0
520.0,29,EMP_1,GRA_0,350000,4,0,FRE_0,EVE_0,0
521.0,35,EMP_1,GRA_1,800000,6,0,FRE_0,EVE_0,1
522.0,26,EMP_1,GRA_0,1500000,3,0,FRE_1,EVE_1,1
523.0,28,EMP_1,GRA_0,550000,3,0,FRE_0,EVE_0,0
524.0,29,EMP_1,GRA_0,1100000,5,0,FRE_1,EVE_0,0
525.0,28,EMP_1,GRA_0,700000,4,0,FRE_0,EVE_0,0
526.0,32,EMP_0,GRA_0,850000,3,0,FRE_1,EVE_0,0
527.0,28,EMP_1,GRA_0,700000,2,1,FRE_0,EVE_0,0
528.0,28,EMP_1,GRA_0,750000,3,0,FRE_0,EVE_0,0
529.0,29,EMP_1,GRA_0,900000,9,1,FRE_0,EVE_0,1
530.0,34,EMP_1,GRA_1,1300000,5,1,FRE_0,EVE_0,0
531.0,28,EMP_1,GRA_0,700000,4,0,FRE_0,EVE_0,0
532.0,33,EMP_1,GRA_0,1400000,4,0,FRE_0,EVE_1,1
533.0,25,EMP_1,GRA_1,1150000,7,0,FRE_0,EVE_0,0
534.0,25,EMP_1,GRA_0,1400000,3,1,FRE_1,EVE_1,1
535.0,27,EMP_1,GRA_1,450000,5,0,FRE_0,EVE_0,0
536.0,25,EMP_1,GRA_0,1400000,3,0,FRE_1,EVE_1,1
537.0,33,EMP_0,GRA_0,1100000,5,0,FRE_0,EVE_0,0
538.0,28,EMP_0,GRA_0,1200000,3,0,FRE_0,EVE_0,0
539.0,29,EMP_1,GRA_0,1200000,5,1,FRE_0,EVE_0,0
540.0,31,EMP_1,GRA_0,1350000,6,1,FRE_0,EVE_1,1
541.0,32,EMP_0,GRA_0,350000,3,0,FRE_0,EVE_0,0
542.0,31,EMP_1,GRA_0,1100000,4,1,FRE_0,EVE_0,0
543.0,31,EMP_1,GRA_0,1350000,8,0,FRE_0,EVE_1,1
544.0,29,EMP_1,GRA_0,1050000,6,0,FRE_0,EVE_0,0
545.0,28,EMP_1,GRA_0,1200000,5,1,FRE_1,EVE_0,0
546.0,29,EMP_1,GRA_0,1200000,4,0,FRE_0,EVE_0,0
547.0,29,EMP_1,GRA_0,900000,4,0,FRE_1,EVE_0,0
548.0,28,EMP_1,GRA_1,550000,5,0,FRE_0,EVE_0,0
549.0,32,EMP_0,GRA_0,350000,5,0,FRE_0,EVE_0,0
550.0,28,EMP_1,GRA_0,550000,5,1,FRE_0,EVE_0,0
551.0,29,EMP_1,GRA_0,1050000,6,0,FRE_0,EVE_0,0
552.0,34,EMP_1,GRA_0,850000,5,0,FRE_0,EVE_0,1
553.0,34,EMP_1,GRA_0,500000,3,0,FRE_0,EVE_0,0
554.0,34,EMP_1,GRA_0,700000,5,0,FRE_0,EVE_0,1
555.0,28,EMP_0,GRA_0,300000,4,0,FRE_0,EVE_0,0
556.0,33,EMP_0,GRA_0,800000,4,0,FRE_0,EVE_0,0
557.0,32,EMP_0,GRA_0,900000,4,0,FRE_1,EVE_0,0
558.0,28,EMP_0,GRA_0,600000,4,1,FRE_0,EVE_0,0
559.0,27,EMP_1,GRA_1,450000,7,0,FRE_0,EVE_0,0
560.0,28,EMP_1,GRA_0,1200000,5,1,FRE_0,EVE_0,0
561.0,26,EMP_1,GRA_0,1400000,9,0,FRE_0,EVE_1,1
562.0,34,EMP_1,GRA_0,1500000,4,1,FRE_1,EVE_1,1
563.0,34,EMP_1,GRA_0,1500000,5,0,FRE_1,EVE_1,1
564.0,28,EMP_1,GRA_0,1100000,6,0,FRE_0,EVE_0,0
565.0,32,EMP_0,GRA_0,900000,2,0,FRE_1,EVE_0,0
566.0,33,EMP_0,GRA_0,650000,9,1,FRE_0,EVE_0,0
567.0,26,EMP_1,GRA_0,1400000,4,1,FRE_0,EVE_1,1
568.0,25,EMP_0,GRA_0,750000,5,0,FRE_0,EVE_0,0
569.0,28,EMP_1,GRA_0,1450000,4,0,FRE_1,EVE_1,1
570.0,27,EMP_0,GRA_0,750000,5,0,FRE_0,EVE_0,0
571.0,31,EMP_0,GRA_0,1500000,6,0,FRE_1,EVE_1,1
572.0,35,EMP_1,GRA_1,950000,6,0,FRE_1,EVE_0,1
573.0,28,EMP_1,GRA_0,1100000,5,1,FRE_0,EVE_0,0
574.0,27,EMP_0,GRA_0,500000,4,0,FRE_0,EVE_0,0
575.0,26,EMP_0,GRA_0,500000,4,0,FRE_0,EVE_0,0
576.0,25,EMP_1,GRA_0,1400000,4,0,FRE_0,EVE_1,1
577.0,34,EMP_0,GRA_0,1300000,4,0,FRE_0,EVE_0,0
578.0,34,EMP_1,GRA_0,850000,2,0,FRE_0,EVE_0,0
579.0,32,EMP_0,GRA_0,350000,5,0,FRE_0,EVE_0,0
580.0,29,EMP_1,GRA_0,1050000,5,0,FRE_0,EVE_0,0
581.0,28,EMP_1,GRA_0,1200000,3,0,FRE_0,EVE_0,0
582.0,31,EMP_1,GRA_0,900000,5,1,FRE_0,EVE_0,0
583.0,28,EMP_1,GRA_0,750000,5,1,FRE_0,EVE_0,0
584.0,29,EMP_1,GRA_0,1050000,6,1,FRE_0,EVE_1,0
585.0,28,EMP_1,GRA_0,700000,4,1,FRE_0,EVE_0,0
586.0,29,EMP_1,GRA_0,1200000,7,0,FRE_0,EVE_1,0
587.0,26,EMP_1,GRA_0,600000,4,0,FRE_1,EVE_0,0
588.0,25,EMP_1,GRA_0,1700000,4,0,FRE_1,EVE_0,1
589.0,35,EMP_1,GRA_1,800000,4,0,FRE_0,EVE_0,0
590.0,29,EMP_1,GRA_0,1200000,7,1,FRE_0,EVE_0,1
591.0,29,EMP_1,GRA_0,1200000,8,1,FRE_0,EVE_0,0
592.0,28,EMP_1,GRA_0,1150000,7,1,FRE_0,EVE_0,0
593.0,28,EMP_0,GRA_0,600000,7,0,FRE_0,EVE_0,0
594.0,28,EMP_0,GRA_0,300000,5,0,FRE_0,EVE_0,0
595.0,26,EMP_1,GRA_0,600000,5,1,FRE_0,EVE_0,0
596.0,26,EMP_1,GRA_0,1500000,6,0,FRE_1,EVE_1,1
597.0,26,EMP_0,GRA_0,500000,7,1,FRE_0,EVE_0,0
598.0,28,EMP_1,GRA_0,1100000,6,0,FRE_1,EVE_0,0
599.0,25,EMP_1,GRA_1,1150000,5,1,FRE_0,EVE_0,1
600.0,31,EMP_1,GRA_0,1250000,3,0,FRE_0,EVE_0,0
601.0,28,EMP_0,GRA_1,300000,5,0,FRE_0,EVE_0,0
602.0,35,EMP_1,GRA_1,800000,7,1,FRE_0,EVE_0,1
603.0,29,EMP_1,GRA_0,1200000,3,1,FRE_0,EVE_0,1
604.0,34,EMP_1,GRA_1,1300000,3,0,FRE_0,EVE_0,0
605.0,34,EMP_1,GRA_0,850000,4,0,FRE_0,EVE_0,1
606.0,34,EMP_1,GRA_0,1000000,4,0,FRE_0,EVE_0,1
607.0,27,EMP_1,GRA_1,450000,3,0,FRE_0,EVE_0,1
608.0,28,EMP_0,GRA_0,600000,3,0,FRE_0,EVE_0,0
609.0,29,EMP_1,GRA_0,1200000,4,0,FRE_0,EVE_0,0
610.0,34,EMP_0,GRA_0,1300000,3,0,FRE_0,EVE_0,0
611.0,27,EMP_0,GRA_0,1050000,3,0,FRE_0,EVE_0,0
612.0,34,EMP_1,GRA_0,1000000,5,0,FRE_0,EVE_0,0
613.0,32,EMP_0,GRA_0,350000,5,1,FRE_0,EVE_0,0
614.0,34,EMP_1,GRA_0,1500000,5,0,FRE_1,EVE_1,1
615.0,28,EMP_1,GRA_0,700000,7,0,FRE_0,EVE_0,0
616.0,29,EMP_1,GRA_0,1100000,2,0,FRE_0,EVE_0,0
617.0,34,EMP_1,GRA_0,700000,7,1,FRE_0,EVE_0,1
618.0,31,EMP_1,GRA_0,1100000,4,0,FRE_1,EVE_0,0
619.0,29,EMP_1,GRA_0,600000,4,1,FRE_1,EVE_0,0
620.0,26,EMP_1,GRA_0,1500000,6,0,FRE_1,EVE_1,1
621.0,26,EMP_1,GRA_0,500000,8,0,FRE_0,EVE_0,0
622.0,34,EMP_1,GRA_0,1050000,6,0,FRE_0,EVE_0,1
623.0,26,EMP_1,GRA_0,500000,9,0,FRE_0,EVE_0,0
624.0,33,EMP_0,GRA_0,400000,4,0,FRE_0,EVE_0,0
625.0,33,EMP_0,GRA_0,1000000,5,0,FRE_0,EVE_0,0
626.0,28,EMP_1,GRA_0,1150000,4,0,FRE_0,EVE_0,0
627.0,25,EMP_1,GRA_0,1700000,3,0,FRE_1,EVE_0,1
628.0,35,EMP_1,GRA_1,600000,9,0,FRE_0,EVE_0,0
629.0,35,EMP_1,GRA_1,800000,2,0,FRE_0,EVE_1,0
630.0,31,EMP_0,GRA_0,1300000,3,0,FRE_0,EVE_1,1
631.0,31,EMP_0,GRA_0,1300000,5,0,FRE_0,EVE_0,0
632.0,31,EMP_1,GRA_0,1350000,3,1,FRE_0,EVE_1,1
633.0,28,EMP_0,GRA_0,300000,8,0,FRE_0,EVE_0,0
634.0,31,EMP_0,GRA_1,300000,3,1,FRE_0,EVE_0,0
635.0,25,EMP_1,GRA_0,1400000,3,0,FRE_0,EVE_1,1
636.0,28,EMP_1,GRA_0,750000,6,0,FRE_1,EVE_0,0
637.0,35,EMP_0,GRA_0,900000,6,1,FRE_0,EVE_0,0
638.0,31,EMP_1,GRA_0,1100000,3,1,FRE_1,EVE_0,0
639.0,32,EMP_0,GRA_0,800000,4,0,FRE_0,EVE_0,0
640.0,34,EMP_1,GRA_1,1300000,6,0,FRE_1,EVE_0,1
641.0,26,EMP_1,GRA_0,600000,6,1,FRE_0,EVE_0,0
642.0,31,EMP_1,GRA_0,1250000,4,0,FRE_1,EVE_1,0
643.0,29,EMP_1,GRA_0,600000,4,0,FRE_0,EVE_0,1
644.0,33,EMP_0,GRA_0,400000,7,1,FRE_0,EVE_0,1
645.0,33,EMP_0,GRA_0,700000,7,0,FRE_0,EVE_0,1
646.0,26,EMP_0,GRA_0,550000,4,0,FRE_0,EVE_0,1
647.0,31,EMP_1,GRA_0,1100000,5,0,FRE_1,EVE_0,0
648.0,35,EMP_1,GRA_1,800000,3,1,FRE_0,EVE_0,0
649.0,34,EMP_1,GRA_0,1000000,4,0,FRE_0,EVE_0,1
650.0,34,EMP_1,GRA_0,500000,6,0,FRE_0,EVE_0,0
651.0,28,EMP_1,GRA_0,1100000,4,1,FRE_0,EVE_0,0
652.0,28,EMP_1,GRA_0,550000,4,0,FRE_0,EVE_0,0
653.0,28,EMP_1,GRA_0,1100000,4,0,FRE_0,EVE_0,0
654.0,27,EMP_0,GRA_0,1050000,7,1,FRE_0,EVE_0,0
655.0,25,EMP_0,GRA_0,750000,6,0,FRE_0,EVE_0,0
656.0,33,EMP_0,GRA_0,650000,5,1,FRE_0,EVE_0,1
657.0,31,EMP_0,GRA_1,300000,4,0,FRE_0,EVE_0,0
658.0,26,EMP_1,GRA_0,1400000,9,1,FRE_0,EVE_1,1
659.0,28,EMP_1,GRA_0,800000,9,0,FRE_0,EVE_0,1
660.0,26,EMP_1,GRA_0,500000,5,1,FRE_0,EVE_0,1
661.0,27,EMP_0,GRA_0,1050000,6,1,FRE_0,EVE_0,0
662.0,28,EMP_1,GRA_0,1100000,4,0,FRE_0,EVE_0,0
663.0,31,EMP_0,GRA_0,1300000,4,0,FRE_0,EVE_0,0
664.0,34,EMP_1,GRA_0,700000,3,0,FRE_0,EVE_0,0
665.0,35,EMP_1,GRA_1,950000,9,0,FRE_0,EVE_0,1
666.0,33,EMP_0,GRA_0,1750000,6,0,FRE_0,EVE_0,1
667.0,27,EMP_1,GRA_1,350000,5,1,FRE_0,EVE_0,0
668.0,33,EMP_0,GRA_0,1100000,2,1,FRE_0,EVE_1,0
669.0,33,EMP_1,GRA_0,1400000,5,0,FRE_0,EVE_1,1
670.0,31,EMP_1,GRA_0,1350000,5,0,FRE_0,EVE_1,1
671.0,26,EMP_1,GRA_0,600000,5,0,FRE_0,EVE_0,1
672.0,32,EMP_0,GRA_0,900000,4,0,FRE_0,EVE_0,0
673.0,34,EMP_0,GRA_0,1300000,2,0,FRE_0,EVE_0,0
674.0,26,EMP_1,GRA_0,600000,3,0,FRE_0,EVE_0,0
675.0,28,EMP_0,GRA_0,1100000,6,1,FRE_0,EVE_0,0
676.0,30,EMP_1,GRA_1,550000,5,0,FRE_0,EVE_0,0
677.0,26,EMP_1,GRA_0,1400000,3,0,FRE_0,EVE_1,1
678.0,28,EMP_1,GRA_0,1450000,5,0,FRE_1,EVE_1,1
679.0,34,EMP_1,GRA_0,1500000,9,0,FRE_1,EVE_1,1
680.0,34,EMP_1,GRA_0,1500000,5,0,FRE_1,EVE_1,1
681.0,27,EMP_0,GRA_0,900000,4,0,FRE_0,EVE_0,0
682.0,26,EMP_0,GRA_0,1450000,3,0,FRE_1,EVE_1,1
683.0,34,EMP_1,GRA_0,1500000,3,0,FRE_1,EVE_1,1
684.0,25,EMP_1,GRA_1,600000,4,0,FRE_1,EVE_0,0
685.0,28,EMP_1,GRA_0,1250000,5,0,FRE_0,EVE_0,0
686.0,26,EMP_0,GRA_0,500000,8,0,FRE_0,EVE_0,0
687.0,29,EMP_1,GRA_0,1200000,4,0,FRE_0,EVE_0,0
688.0,25,EMP_1,GRA_1,1700000,5,0,FRE_1,EVE_0,1
689.0,29,EMP_1,GRA_0,600000,6,0,FRE_0,EVE_0,0
690.0,26,EMP_1,GRA_0,1750000,3,0,FRE_0,EVE_0,0
691.0,33,EMP_0,GRA_0,1100000,4,0,FRE_0,EVE_0,1
692.0,34,EMP_1,GRA_0,500000,7,1,FRE_0,EVE_0,1
693.0,33,EMP_1,GRA_0,1400000,4,0,FRE_0,EVE_1,1
694.0,28,EMP_1,GRA_0,1200000,4,0,FRE_0,EVE_0,0
695.0,34,EMP_0,GRA_0,1100000,4,0,FRE_0,EVE_0,0
696.0,31,EMP_0,GRA_1,400000,3,0,FRE_0,EVE_0,0
697.0,28,EMP_1,GRA_0,800000,3,0,FRE_0,EVE_0,0
698.0,28,EMP_1,GRA_0,900000,4,1,FRE_0,EVE_0,1
699.0,33,EMP_1,GRA_0,1500000,5,1,FRE_1,EVE_1,1
700.0,28,EMP_1,GRA_0,750000,4,0,FRE_1,EVE_0,0
701.0,28,EMP_1,GRA_0,1250000,7,0,FRE_0,EVE_0,0
702.0,26,EMP_1,GRA_0,600000,4,1,FRE_0,EVE_0,0
